recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response
149963326,"{'steamid': '76561197995493673', 'num_games_owned': 1325, 'num_reviews': 3, 'playtime_forever': 16, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6, 'last_played': 1699740595}",english,"Trash product by a trash developer. Seriously, unlist the product so people do not accidentally purchase software you have permanantly disabled.",1699740401,1699740401,False,0,0,0,0,True,False,False,True,,,
148628864,"{'steamid': '76561197970509846', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 34, 'playtime_last_two_weeks': 0, 'playtime_at_review': 34, 'last_played': 1697921655}",english,"Does not launch. Do not buy.

Shameful that this continues to be sold on Steam.",1697921715,1697927510,False,0,0,0,0,True,False,False,True,,,
119730363,"{'steamid': '76561198005721965', 'num_games_owned': 568, 'num_reviews': 48, 'playtime_forever': 71, 'playtime_last_two_weeks': 0, 'playtime_at_review': 71, 'last_played': 1659139289}",english,"Do not buy this.
This should be refunded to anyone that bought it",1659139407,1659139407,False,0,0,0,0,True,False,False,False,,,
92124139,"{'steamid': '76561198015657372', 'num_games_owned': 154, 'num_reviews': 2, 'playtime_forever': 2755, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2755, 'last_played': 1621199609}",french,THIS IS A SCAM NO BUYING TAKE CARE,1621200205,1621200205,False,2,0,0.478147208690643311,0,True,False,False,False,,,
88631983,"{'steamid': '76561198002150356', 'num_games_owned': 0, 'num_reviews': 46, 'playtime_forever': 201, 'playtime_last_two_weeks': 0, 'playtime_at_review': 201, 'last_played': 1616060812}",schinese,无法运行，在检查更新时报错 没有网络连接，然后就卡在那了。我连谷歌都能上你跟我说没有网络连接？,1616060928,1616060928,False,0,0,0,0,True,False,False,False,,,
77956578,"{'steamid': '76561197990860796', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3256, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3256, 'last_played': 1603349773}",english,"Used to work decent. Now it no longer works. The simulator gets stuck on ""No internet connection."" I used to use this program all the time to watch movies. Where are the devs?? do not buy, the program is broken. Also, why does this program  even need an internet connection.....",1603351627,1603351627,False,3,0,0.547325074672698975,0,True,False,False,False,,,
77553654,"{'steamid': '76561197972054170', 'num_games_owned': 0, 'num_reviews': 13, 'playtime_forever': 32, 'playtime_last_two_weeks': 0, 'playtime_at_review': 32, 'last_played': 1602369090}",french,Ne fonctionne plus depuis quelques mois pour l'ensemble des utilisateurs et Steam refuse de faire quelque chose pour corriger la situtation !,1602691722,1602691722,False,0,0,0,0,True,False,False,False,,,
75724328,"{'steamid': '76561198087268445', 'num_games_owned': 335, 'num_reviews': 25, 'playtime_forever': 8, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8, 'last_played': 1476856660}",english,do not buy this i repeat the devs have left it awhile back and does not work anymore at all it went to shit and still says 29.99 lol wow,1599698833,1599698833,False,2,0,0.545454561710357666,0,True,False,False,False,,,
67773768,"{'steamid': '76561197966700591', 'num_games_owned': 200, 'num_reviews': 14, 'playtime_forever': 50, 'playtime_last_two_weeks': 0, 'playtime_at_review': 50, 'last_played': 1587495773}",english,"Doesnt work at all. Every time I run it says I need to click the window, so I have to take my VR headset off and click the damn window, then it says no internet connection... Just great. Damn thing doesnt even work.",1587495927,1587495927,False,0,0,0,0,True,False,False,False,,,
66178011,"{'steamid': '76561198276825477', 'num_games_owned': 592, 'num_reviews': 23, 'playtime_forever': 33, 'playtime_last_two_weeks': 0, 'playtime_at_review': 30, 'last_played': 1586276047}",english,"requires an internet connection to work
Servers are down at this time

developer has been silent for 4 years

will update this if anything changes but DO NOT BUY at this time",1585586285,1585586285,False,3,0,0.543859660625457764,0,True,False,False,False,,,
