recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response
144097639,"{'steamid': '76561198237676960', 'num_games_owned': 5411, 'num_reviews': 2874, 'playtime_forever': 137, 'playtime_last_two_weeks': 0, 'playtime_at_review': 137, 'last_played': 1691937413}",turkish,daha saçma bişey görmedim,1691937436,1691937436,False,1,0,0.523809552192687988,0,True,False,True,True,,,
140726847,"{'steamid': '76561199415950585', 'num_games_owned': 586, 'num_reviews': 88, 'playtime_forever': 428, 'playtime_last_two_weeks': 0, 'playtime_at_review': 428, 'last_played': 1681236684}",schinese,"喜加一一
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",1687776314,1687776314,True,0,0,0,0,True,False,True,True,,,
118201975,"{'steamid': '76561198121544329', 'num_games_owned': 121, 'num_reviews': 70, 'playtime_forever': 88, 'playtime_last_two_weeks': 0, 'playtime_at_review': 75, 'last_played': 1667696496}",latam,No,1656948813,1656948813,False,0,0,0,0,True,False,True,False,,,
96234323,"{'steamid': '76561198024038675', 'num_games_owned': 2769, 'num_reviews': 268, 'playtime_forever': 283, 'playtime_last_two_weeks': 0, 'playtime_at_review': 42, 'last_played': 1627672401}",english,"|^^^^^^^^^^^^^^^^^^ \||___
| The Truck of Disapproval  |||""""'|""""\__,_
| _________________ l||__|__|__|)
|(@)@)""""""""""""""""""""""""""""""**|(@)(@)**|(@)",1627042231,1650363473,False,3,6,0.547325074672698975,0,True,False,True,False,,,
86607942,"{'steamid': '76561198917889166', 'num_games_owned': 849, 'num_reviews': 25, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1613288722}",latam,"Compré ésto porque me salió un cupón crafteando una insignia.
Simplemente es horrible, ni gratis está bien.",1613288964,1613288964,False,2,0,0.54356849193572998,0,True,False,True,False,,,
85343573,"{'steamid': '76561198068705138', 'num_games_owned': 162, 'num_reviews': 18, 'playtime_forever': 37, 'playtime_last_two_weeks': 0, 'playtime_at_review': 37, 'last_played': 1611602822}",english,"It was too fast of a game to complete, not enough for replay-ability and very very poor controls. 
For a game still being in development for 3+ years, and this is the progress made, yeah I gotta get a refund.

0/10",1611603585,1611603661,False,2,1,0.525862038135528564,0,True,False,True,False,,,
84333361,"{'steamid': '76561198131759498', 'num_games_owned': 174, 'num_reviews': 20, 'playtime_forever': 16, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16, 'last_played': 1610147187}",english,"All the negative reviews are correct. This bug has no game anywhere to be found. It's boring and has no merit. I only got it because I crafted a coupon for it, lol",1610163316,1610163316,False,5,7,0.57011258602142334,3,True,False,True,False,,,
78651172,"{'steamid': '76561198876897582', 'num_games_owned': 0, 'num_reviews': 39, 'playtime_forever': 11, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11, 'last_played': 1604409933}",english,I can't understand the gameplay and the controls. It's a nope for me.,1604410010,1604410010,False,2,1,0.525862038135528564,0,True,False,True,False,,,
55283880,"{'steamid': '76561198979628883', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 9, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9, 'last_played': 1569474367}",russian,"Никакого обучения. Куча багов, рисовка в виде ""палка палка -  человечик"". Так сказать, зашел, ни че не понял, но прикольно. Не стоит своих денег даже с купоном, так для коллекции",1569474560,1569474560,False,3,0,0.542827427387237549,0,True,False,True,False,,,
50594649,"{'steamid': '76561198345455301', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 12, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12, 'last_played': 1557594753}",english,It´s a big big mistake!,1557595143,1557595143,False,5,2,0.560000002384185791,0,True,False,True,False,,,
