recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
160947515,"{'steamid': '76561198799185530', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 853, 'playtime_last_two_weeks': 853, 'playtime_at_review': 541, 'last_played': 1710904327}",english,"I've loved this game since I was a five-year-old, and it still holds up in 2024 now that I'm cognizant enough to win a match. Amazing soundtrack, endlessly replayable, and so well-made I wouldn't bother getting 5 or 6.",1710885101,1710885101,True,1,0,0.525862038135528564,0,True,False,False,True,
160824195,"{'steamid': '76561197993698463', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 7135, 'playtime_last_two_weeks': 2072, 'playtime_at_review': 6825, 'last_played': 1710813056}",english,The best Civ game by far.,1710740861,1710740861,True,0,0,0,0,False,False,False,True,
160813059,"{'steamid': '76561198026962778', 'num_games_owned': 191, 'num_reviews': 53, 'playtime_forever': 166, 'playtime_last_two_weeks': 0, 'playtime_at_review': 166, 'last_played': 1406760421}",english,"This game company silences people who complain about their game.

Avoid, at all costs.",1710725152,1710725152,False,0,0,0.494505524635314941,0,True,False,False,True,
160762449,"{'steamid': '76561198137220506', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 7, 'playtime_last_two_weeks': 1, 'playtime_at_review': 7, 'last_played': 1710681825}",english,"Good game but does not start anymore for me on Windows 11. Thumbs down until that is fixed,",1710682009,1710682009,False,1,0,0.518518567085266113,0,True,False,False,True,
160672706,"{'steamid': '76561198849704652', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 2991, 'playtime_last_two_weeks': 2991, 'playtime_at_review': 2956, 'last_played': 1710846116}",english,"This being one of my first games I ever played, it is simply fun. If you want to play for hours and not realize it this is the game for you.",1710599731,1710599731,True,1,0,0.505494534969329834,0,True,False,False,True,
160422665,"{'steamid': '76561199084428054', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 8255, 'playtime_last_two_weeks': 677, 'playtime_at_review': 8032, 'last_played': 1710535729}",english,t,1710292118,1710292118,False,0,0,0.476190477609634399,0,True,False,False,True,
160286480,"{'steamid': '76561198128236766', 'num_games_owned': 60, 'num_reviews': 6, 'playtime_forever': 3254, 'playtime_last_two_weeks': 251, 'playtime_at_review': 3243, 'last_played': 1710363402}",english,So good,1710100169,1710100169,True,0,0,0,0,True,False,False,True,
160252315,"{'steamid': '76561198164983068', 'num_games_owned': 187, 'num_reviews': 11, 'playtime_forever': 1355, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1355, 'last_played': 1708046034}",english,Never much cared for Civ 5 or 6. This is easily the best game in the series,1710067514,1710067514,True,1,0,0.505494534969329834,0,True,False,False,True,
160214573,"{'steamid': '76561198154118671', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 1420, 'playtime_last_two_weeks': 63, 'playtime_at_review': 1357, 'last_played': 1710885011}",english,"Best game in series is Civilization 4. Perfect balance. After becoming pro on steam multiplayer you can try yourself with oldtimers https://civ.zulan.net/ .

Civilization 8 should essentially be a refined update of Civilization 4",1710020502,1710020937,True,1,0,0.505494534969329834,0,False,False,False,True,
160150852,"{'steamid': '76561199038622626', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 6462, 'playtime_last_two_weeks': 15, 'playtime_at_review': 6447, 'last_played': 1709953020}",english,"great game play
",1709952101,1709952101,True,0,0,0,0,True,False,False,True,
159771495,"{'steamid': '76561198995000120', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 23227, 'playtime_last_two_weeks': 285, 'playtime_at_review': 22765, 'last_played': 1710197018}",french,Un grand classique du jeu de stratégie avec beaucoup de paramètres intéressants. Chaque partie est différente!,1709473259,1709473259,True,0,0,0,0,True,False,False,True,
159729044,"{'steamid': '76561198983349830', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 10888, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10888, 'last_played': 1708848150}",german,"Ein sehr empfehlenswertes Spiel, das gut gealtert ist, und auch unter Windows 11 problemlos läuft. Der einzige Makel ist, dass das deutsche Sprachparket für den Technologiebaum nicht richtig installiert ist, dies lässt sich aber leicht lösen (s. dazu:  https://steamcommunity.com/app/3900/discussions/0/352788552262212346/   ich übernehme keine Verantwortung für den Verlinkten Inhalt).

Das Spiel ist sehr Strategieorientiert, wobei meiner Meinung nach die richtige Balance zwischen Komplexität und Durchschaubarkeit gefunden wurde. Auch nach hunderten Stunden Spielzeit macht mir das Spiel immer noch Spaß.

 Alles in allem sollte jeder, der Strategiespiele gut findet, sich dieses Spiel einmal anschauen.",1709425395,1709425395,True,0,0,0,0,True,False,False,True,
159459262,"{'steamid': '76561197970555468', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 2379, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2379, 'last_played': 1709114517}",english,In my opinion still the best Civ game,1709114573,1709114573,True,1,0,0.523809552192687988,0,True,False,False,True,
159309441,"{'steamid': '76561198137349289', 'num_games_owned': 2325, 'num_reviews': 1347, 'playtime_forever': 737, 'playtime_last_two_weeks': 0, 'playtime_at_review': 737, 'last_played': 1708909864}",english,👍,1708933856,1708933856,True,1,0,0.528985500335693359,0,True,False,False,True,
159215688,"{'steamid': '76561198031720472', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 7327, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7327, 'last_played': 1672971829}",english,Great game - not overly complex.,1708840883,1708840883,True,0,0,0,0,True,False,False,True,
159210354,"{'steamid': '76561198168510299', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 400, 'playtime_last_two_weeks': 0, 'playtime_at_review': 302, 'last_played': 1709524957}",english,Fun and easier to access than later CIV versions,1708834789,1708834789,True,0,0,0,0,True,False,False,True,
159134045,"{'steamid': '76561199041357368', 'num_games_owned': 40, 'num_reviews': 1, 'playtime_forever': 212, 'playtime_last_two_weeks': 0, 'playtime_at_review': 180, 'last_played': 1709301909}",schinese,太好玩啦,1708768202,1708768202,True,0,0,0,0,True,False,False,True,
159123303,"{'steamid': '76561198272436771', 'num_games_owned': 1440, 'num_reviews': 147, 'playtime_forever': 11, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8, 'last_played': 1708759170}",schinese,如果你遇到了游戏不断闪退回桌面但游戏进程依然在后台运行甚至能听到游戏声音，那可以尝试下修改系统分辨率到1920X1080或者调整缩放功能至100%，应该是老游戏对缩放的支持不理想所致。,1708756393,1708756393,True,0,0,0,0,False,False,False,True,
159084926,"{'steamid': '76561199051699043', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 1768, 'playtime_last_two_weeks': 0, 'playtime_at_review': 250, 'last_played': 1709628061}",english,is aight,1708717477,1708717477,True,0,0,0,0,False,False,False,True,
