recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response
161877354,"{'steamid': '76561198844282465', 'num_games_owned': 1575, 'num_reviews': 4684, 'playtime_forever': 32, 'playtime_last_two_weeks': 0, 'playtime_at_review': 32, 'last_played': 1709721286}",russian,☀️,1711887386,1711887386,True,0,0,0,0,False,False,False,True,,,
159926613,"{'steamid': '76561198297499174', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 355, 'playtime_last_two_weeks': 0, 'playtime_at_review': 352, 'last_played': 1709669466}",french,c'est symple a comprendre et facile a jouer,1709669223,1709669223,True,0,0,0,0,False,False,False,True,,,
159594587,"{'steamid': '76561198310645061', 'num_games_owned': 118, 'num_reviews': 10, 'playtime_forever': 33, 'playtime_last_two_weeks': 0, 'playtime_at_review': 33, 'last_played': 1599139734}",english,"The best game that you will ever play, it has the best gunplay of any shooter that has come out in the last eon. You won't regret getting it and playing with your friends, I would kill to get a game like this again",1709282403,1709282403,True,0,0,0,0,False,False,False,True,,,
158699529,"{'steamid': '76561198115231940', 'num_games_owned': 0, 'num_reviews': 120, 'playtime_forever': 17, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17, 'last_played': 1468749607}",koreana,별로 재미없음,1708326132,1708326132,False,0,0,0,0,False,False,False,True,,,
157765067,"{'steamid': '76561198184148963', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 10166, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10156, 'last_played': 1707292537}",russian,"☺
",1707292493,1707292493,True,0,0,0,0,False,False,False,True,,,
156357023,"{'steamid': '76561198964526753', 'num_games_owned': 3, 'num_reviews': 7, 'playtime_forever': 576, 'playtime_last_two_weeks': 90, 'playtime_at_review': 43, 'last_played': 1711734437}",english,"KKK
",1705735747,1705735747,True,0,0,0.47999998927116394,0,False,False,False,True,,,
155114454,"{'steamid': '76561198267768826', 'num_games_owned': 0, 'num_reviews': 11, 'playtime_forever': 15488, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15488, 'last_played': 1650356689}",english,"Game is dead, move on.",1704252336,1704252336,False,0,0,0,0,False,False,False,True,,,
154230828,"{'steamid': '76561197999780637', 'num_games_owned': 91, 'num_reviews': 4, 'playtime_forever': 8, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8, 'last_played': 1703354893}",english,all lobbies deserted. nobody to play with,1703354963,1703354963,False,0,0,0,0,False,False,False,True,,,
151024669,"{'steamid': '76561198259076021', 'num_games_owned': 40, 'num_reviews': 5, 'playtime_forever': 754, 'playtime_last_two_weeks': 0, 'playtime_at_review': 754, 'last_played': 1700662944}",spanish,wet,1700663011,1700663011,True,0,0,0,0,False,False,False,True,,,
149766450,"{'steamid': '76561199079484638', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 544, 'playtime_last_two_weeks': 0, 'playtime_at_review': 496, 'last_played': 1699465248}",english,Amazing,1699462229,1699462229,True,0,0,0,0,False,False,False,True,,,
