date,compound,neg,neu,pos
2016-05,51,2,43,1
2016-06,26,0,20,2
2016-07,44,5,30,8
2016-08,13,4,8,4
2016-09,6,2,8,1
2016-10,3,0,6,5
2016-11,3,1,7,5
2016-12,11,2,10,2
2017-01,5,0,10,0
2017-02,3,1,3,2
2017-03,1,1,5,0
2017-04,6,1,1,0
2017-05,1,0,3,1
2017-06,3,0,6,4
2017-07,3,0,1,0
2017-08,10,0,7,1
2017-09,56,2,41,9
2017-10,27,3,11,3
2017-11,14,5,9,6
2017-12,16,2,12,1
2018-01,12,0,18,3
2018-02,5,0,13,2
2018-03,5,2,11,1
2018-04,8,1,4,3
2018-05,5,2,10,1
2018-06,6,0,6,0
2018-07,5,1,6,3
2018-08,7,1,8,2
2018-09,6,1,6,1
2018-10,1,0,4,2
2018-11,7,1,4,2
2018-12,1,1,5,1
2019-01,2,0,1,0
2019-02,26,5,29,6
2019-03,18,3,38,8
2019-04,13,1,23,5
2019-05,2,1,5,7
2019-06,5,0,17,4
2019-07,9,3,15,8
2019-08,2,1,3,1
2019-09,3,1,2,1
2019-10,3,0,5,3
2019-11,18,4,36,32
2019-12,7,1,20,9
2020-01,3,0,10,1
2020-02,2,0,10,0
2020-03,3,3,8,0
2020-04,4,0,7,2
2020-05,2,3,7,2
2020-06,5,1,1,1
2020-07,2,2,6,0
2020-08,4,0,6,3
2020-09,0,0,7,0
2020-10,1,2,5,1
2020-11,1,0,3,2
2020-12,2,2,6,0
2021-01,3,1,8,3
2021-02,2,0,3,1
2021-03,1,0,1,0
2021-04,2,1,6,1
2021-05,2,1,8,2
2021-06,0,1,2,2
2021-07,1,1,1,0
2021-08,0,0,5,1
2021-09,0,2,3,0
2021-10,1,1,1,0
2021-11,1,0,1,1
2021-12,0,3,5,1
2022-01,0,1,4,2
2022-02,2,1,2,2
2022-03,0,0,2,0
2022-04,0,2,2,0
2022-05,0,0,2,0
2022-06,0,0,2,0
2022-07,2,0,3,0
2022-09,0,0,1,0
2022-10,1,0,4,0
2022-11,1,2,4,0
2022-12,0,0,2,1
2023-01,0,0,1,0
2023-02,1,0,4,1
2023-03,0,0,1,0
2023-04,2,0,2,2
2023-05,0,0,1,0
2023-06,2,0,1,0
2023-07,1,1,0,0
2023-08,1,1,2,0
2023-09,0,0,1,1
2023-10,0,1,3,0
2023-11,0,0,1,0
2023-12,0,1,2,0
2024-01,0,0,2,0
2024-02,1,1,3,0
2024-03,1,0,2,0
