date,compound,neg,neu,pos
2018-02,63,0,49,7
2018-03,77,5,64,4
2018-04,18,0,12,1
2018-05,11,0,13,2
2018-06,26,3,21,6
2018-07,24,2,30,2
2018-08,19,3,24,4
2018-09,8,2,17,2
2018-10,8,2,19,4
2018-11,44,1,39,9
2018-12,17,1,11,2
2019-01,10,0,16,3
2019-02,7,0,13,1
2019-03,9,1,13,1
2019-04,8,0,10,8
2019-05,9,2,14,1
2019-06,37,5,55,10
2019-07,33,5,59,22
2019-08,4,0,6,0
2019-09,2,0,4,0
2019-10,4,0,11,3
2019-11,26,4,27,20
2019-12,25,1,35,11
2020-01,18,2,45,9
2020-02,17,2,20,7
2020-03,12,1,25,4
2020-04,12,1,20,7
2020-05,25,1,25,5
2020-06,14,3,27,3
2020-07,22,3,33,13
2020-08,12,0,22,4
2020-09,5,1,24,3
2020-10,19,2,28,2
2020-11,10,3,19,7
2020-12,14,3,31,9
2021-01,24,2,36,12
2021-02,4,4,21,4
2021-03,9,0,18,5
2021-04,4,1,13,6
2021-05,7,1,19,2
2021-06,6,1,13,1
2021-07,4,1,14,3
2021-08,3,0,7,1
2021-09,4,1,2,1
2021-10,3,1,9,3
2021-11,1,1,11,5
2021-12,8,0,9,0
2022-01,4,2,7,3
2022-02,1,2,4,0
2022-03,0,1,8,2
2022-04,3,2,4,1
2022-05,3,1,5,1
2022-06,1,1,9,1
2022-07,3,0,7,0
2022-08,1,1,6,2
2022-09,2,1,2,1
2022-10,4,0,7,4
2022-11,2,2,8,1
2022-12,5,1,14,0
2023-01,3,2,14,2
2023-02,2,0,5,2
2023-03,2,0,8,0
2023-04,4,0,13,0
2023-05,4,0,8,3
2023-06,0,1,4,0
2023-07,3,0,10,1
2023-08,3,0,8,0
2023-09,7,1,8,4
2023-10,2,0,8,2
2023-11,3,0,7,3
2023-12,2,0,7,1
2024-01,4,0,10,0
2024-02,3,0,5,0
2024-03,4,0,8,2
2024-04,1,0,1,1
