date,compound,neg,neu,pos
2010-10,2,0,1,0
2010-11,9,0,9,1
2010-12,26,1,23,1
2011-01,30,1,21,2
2011-02,11,0,12,0
2011-03,33,0,13,1
2011-04,24,0,15,1
2011-05,11,0,12,0
2011-06,10,0,8,1
2011-07,30,0,40,5
2011-08,14,0,8,1
2011-09,7,0,7,0
2011-10,4,0,7,2
2011-11,11,0,8,1
2011-12,23,1,21,7
2012-01,12,1,12,0
2012-02,5,0,8,3
2012-03,20,1,19,1
2012-04,7,0,8,2
2012-05,9,0,10,2
2012-06,7,0,2,0
2012-07,41,0,35,14
2012-08,6,1,13,2
2012-09,13,0,14,4
2012-10,7,0,8,3
2012-11,4,0,11,2
2012-12,14,1,11,3
2013-01,10,1,9,3
2013-02,11,0,7,1
2013-03,8,0,8,1
2013-04,17,0,11,1
2013-05,15,0,11,2
2013-06,21,0,28,6
2013-07,16,1,23,3
2013-08,12,1,8,1
2013-09,16,1,8,2
2013-10,55,2,52,13
2013-11,57,0,40,3
2013-12,161,3,88,28
2014-01,75,1,41,9
2014-02,50,0,33,9
2014-03,32,2,28,8
2014-04,26,2,17,7
2014-05,31,1,13,3
2014-06,158,3,94,25
2014-07,107,10,91,19
2014-08,82,2,51,7
2014-09,62,1,38,6
2014-10,57,2,33,6
2014-11,58,0,43,5
2014-12,166,2,110,19
2015-01,84,2,75,13
2015-02,30,1,38,7
2015-03,79,1,59,11
2015-04,47,0,37,7
2015-05,46,0,18,12
2015-06,71,4,66,13
2015-07,145,1,121,17
2015-08,99,1,107,22
2015-09,43,3,35,13
2015-10,53,2,32,15
2015-11,37,1,40,12
2015-12,49,2,50,12
2016-01,48,1,58,14
2016-02,33,2,25,5
2016-03,38,2,28,15
2016-04,42,1,35,13
2016-05,32,0,35,10
2016-06,280,7,241,41
2016-07,100,2,107,11
2016-08,144,2,129,20
2016-09,111,5,110,14
2016-10,114,2,137,27
2016-11,194,4,180,57
2016-12,74,0,65,18
2017-01,57,1,69,11
2017-02,55,1,44,6
2017-03,62,2,52,14
2017-04,45,0,27,11
2017-05,49,2,34,13
2017-06,82,1,55,22
2017-07,60,0,59,12
2017-08,30,1,37,6
2017-09,67,1,69,15
2017-10,31,2,41,12
2017-11,111,2,85,30
2017-12,68,1,44,12
2018-01,53,1,51,17
2018-02,35,0,23,4
2018-03,61,4,44,15
2018-04,36,0,28,4
2018-05,25,1,30,4
2018-06,34,0,29,6
2018-07,41,1,29,8
2018-08,21,2,33,2
2018-09,19,0,23,5
2018-10,13,0,18,0
2018-11,54,0,49,24
2018-12,36,2,31,17
2019-01,40,2,45,4
2019-02,57,0,49,9
2019-03,27,3,17,3
2019-04,29,0,26,6
2019-05,28,2,27,2
2019-06,72,3,61,35
2019-07,84,1,76,33
2019-08,29,1,35,4
2019-09,35,1,43,6
2019-10,23,0,24,4
2019-11,95,3,92,42
2019-12,93,4,95,56
2020-01,72,2,82,34
2020-02,105,3,98,41
2020-03,121,5,106,52
2020-04,79,4,87,31
2020-05,109,3,134,60
2020-06,44,0,48,16
2020-07,27,4,34,10
2020-08,30,0,32,9
2020-09,26,3,31,14
2020-10,22,3,28,17
2020-11,34,2,33,16
2020-12,29,3,34,9
2021-01,34,2,34,7
2021-02,17,0,21,11
2021-03,8,0,30,9
2021-04,12,0,21,5
2021-05,20,2,23,8
2021-06,14,1,15,10
2021-07,29,1,29,16
2021-08,14,2,32,5
2021-09,14,1,33,12
2021-10,21,0,22,7
2021-11,24,1,28,25
2021-12,23,2,27,10
2022-01,25,1,35,5
2022-02,15,2,26,9
2022-03,15,0,27,6
2022-04,9,1,22,9
2022-05,15,1,23,5
2022-06,10,1,33,6
2022-07,29,3,41,9
2022-08,13,1,21,11
2022-09,31,2,30,16
2022-10,10,0,19,10
2022-11,7,0,22,11
2022-12,22,0,33,11
2023-01,24,3,34,7
2023-02,16,1,30,20
2023-03,24,0,32,14
2023-04,16,0,30,8
2023-05,13,1,22,9
2023-06,18,2,17,7
2023-07,16,3,42,12
2023-08,14,2,22,9
2023-09,15,4,33,9
2023-10,15,2,21,7
2023-11,25,1,46,8
2023-12,15,1,35,7
2024-01,25,2,29,11
2024-02,15,0,22,8
2024-03,10,1,7,2
