date,compound,neg,neu,pos
2017-10,129,1,65,3
2017-11,39,0,23,2
2017-12,16,0,6,1
2018-01,16,0,12,0
2018-02,7,0,1,0
2018-03,5,0,3,0
2018-04,4,0,5,0
2018-05,6,0,3,0
2018-06,11,0,6,0
2018-07,4,1,2,1
2018-08,3,0,2,0
2018-09,1,0,2,0
2018-10,9,0,4,1
2018-11,12,0,9,1
2018-12,2,0,4,0
2019-01,9,0,6,0
2019-02,5,0,3,0
2019-03,7,0,2,0
2019-04,2,0,0,0
2019-05,5,1,1,0
2019-06,12,0,6,0
2019-07,7,0,3,0
2019-08,3,0,5,0
2019-09,5,0,0,0
2019-10,8,0,9,1
2019-11,9,1,5,3
2019-12,11,1,5,3
2020-01,7,0,5,3
2020-02,4,0,1,1
2020-03,5,0,3,2
2020-04,6,0,2,0
2020-05,6,0,4,2
2020-06,3,1,2,0
2020-07,3,0,1,0
2020-08,2,0,2,0
2020-09,6,0,1,0
2020-10,10,0,4,1
2020-11,5,0,10,0
2020-12,6,1,4,1
2021-01,4,0,10,2
2021-02,2,0,1,2
2021-03,6,0,0,0
2021-04,4,0,4,2
2021-05,9,0,1,2
2021-06,7,0,5,2
2021-07,6,0,2,1
2021-08,5,0,1,0
2021-09,3,0,1,0
2021-10,6,0,2,0
2021-11,2,0,0,1
2021-12,6,0,3,0
2022-01,2,0,3,2
2022-02,3,0,3,0
2022-04,12,0,8,2
2022-05,6,1,5,2
2022-06,1,0,5,0
2022-07,9,1,5,1
2022-08,4,0,5,0
2022-09,2,0,4,1
2022-10,3,0,0,0
2022-11,3,0,4,0
2022-12,4,0,5,1
2023-01,2,0,2,0
2023-02,3,0,0,1
2023-03,2,0,0,0
2023-04,3,0,2,0
2023-05,3,0,1,1
2023-06,1,0,1,1
2023-07,3,0,2,0
2023-08,2,0,6,1
2023-09,3,0,1,2
2023-10,6,1,7,1
2023-11,5,0,2,1
2023-12,6,0,0,0
2024-01,4,0,1,0
2024-02,2,0,2,0
