date,compound,neg,neu,pos
2017-06,186,3,128,16
2017-07,94,2,81,14
2017-08,30,1,35,4
2017-09,20,0,12,3
2017-10,16,1,17,1
2017-11,43,1,29,3
2017-12,32,1,27,3
2018-01,45,0,21,6
2018-02,13,0,4,2
2018-03,29,0,16,3
2018-04,18,0,16,2
2018-05,41,0,33,3
2018-06,27,1,30,2
2018-07,24,0,19,2
2018-08,10,0,8,3
2018-09,7,0,7,1
2018-10,11,0,3,3
2018-11,24,1,17,3
2018-12,3,1,7,3
2019-01,15,1,14,3
2019-02,10,1,13,2
2019-03,11,0,8,2
2019-04,5,0,11,1
2019-05,7,0,6,0
2019-06,61,0,52,27
2019-07,114,0,73,40
2019-08,22,0,16,1
2019-09,10,0,7,2
2019-10,19,0,8,1
2019-11,60,5,75,27
2019-12,59,3,43,40
2020-01,28,2,31,21
2020-02,31,3,28,16
2020-03,25,0,48,14
2020-04,32,0,36,29
2020-05,45,2,39,28
2020-06,19,2,23,16
2020-07,23,3,25,19
2020-08,24,2,38,19
2020-09,28,2,23,14
2020-10,36,1,21,17
2020-11,26,1,37,16
2020-12,46,6,56,25
2021-01,43,5,47,21
2021-02,13,1,26,19
2021-03,25,4,34,16
2021-04,19,0,24,11
2021-05,18,1,23,13
2021-06,26,0,30,17
2021-07,18,2,31,12
2021-08,21,2,31,15
2021-09,18,0,24,14
2021-10,9,1,20,15
2021-11,12,2,29,11
2021-12,19,0,22,13
2022-01,14,0,26,14
2022-02,17,2,26,8
2022-03,21,2,27,19
2022-04,17,2,19,12
2022-05,18,0,22,18
2022-06,13,1,18,12
2022-07,13,0,23,11
2022-08,13,1,20,12
2022-09,15,0,16,7
2022-10,6,1,17,13
2022-11,14,2,16,10
2022-12,20,0,35,17
2023-01,48,2,35,24
2023-02,24,4,40,19
2023-03,15,0,22,11
2023-04,23,0,15,10
2023-05,16,5,29,4
2023-06,10,1,19,3
2023-07,16,2,26,14
2023-08,16,2,18,17
2023-09,16,1,30,10
2023-10,23,1,28,12
2023-11,21,2,20,11
2023-12,13,0,19,8
2024-01,13,3,11,12
2024-02,18,0,21,12
2024-03,9,2,21,8
2024-04,3,0,2,3
