date,compound,neg,neu,pos
2012-05,8,3,51,1
2012-06,1,0,3,1
2012-07,3,2,16,0
2012-08,1,2,4,0
2012-09,1,0,4,0
2012-10,1,0,5,0
2012-11,0,0,2,0
2012-12,2,0,0,0
2013-01,1,1,0,0
2013-02,1,1,2,0
2013-03,0,0,2,0
2013-04,10,1,19,1
2013-05,2,1,3,0
2013-06,4,1,8,0
2013-07,4,0,6,0
2013-08,21,5,63,5
2013-09,5,0,4,0
2013-10,5,0,2,0
2013-11,10,0,20,1
2013-12,15,2,22,3
2014-01,19,1,18,7
2014-02,732,108,1097,110
2014-03,267,26,374,52
2014-04,43,8,86,7
2014-05,39,2,65,4
2014-06,767,84,1193,126
2014-07,101,12,186,18
2014-08,203,23,348,40
2014-09,157,16,221,42
2014-10,80,10,129,17
2014-11,77,7,106,18
2014-12,204,24,343,37
2015-01,133,14,202,18
2015-02,85,8,126,16
2015-03,71,10,117,17
2015-04,86,9,135,13
2015-05,269,23,366,31
2015-06,205,24,334,40
2015-07,93,8,164,20
2015-08,88,11,116,24
2015-09,55,10,102,12
2015-10,102,10,165,16
2015-11,78,15,122,9
2015-12,88,11,151,26
2016-01,73,7,103,17
2016-02,83,12,143,15
2016-03,55,4,106,18
2016-04,45,10,76,9
2016-05,83,14,116,15
2016-06,85,20,173,15
2016-07,54,17,155,12
2016-08,43,14,139,11
2016-09,34,6,79,6
2016-10,35,7,70,4
2016-11,42,8,79,15
2016-12,37,9,58,8
2017-01,47,5,62,11
2017-02,25,4,37,5
2017-03,37,6,88,17
2017-04,33,5,51,9
2017-05,21,6,40,8
2017-06,20,13,48,10
2017-07,15,10,46,12
2017-08,17,1,41,9
2017-09,14,6,32,4
2017-10,26,6,36,6
2017-11,29,4,46,5
2017-12,23,12,40,8
2018-01,18,7,41,4
2018-02,23,1,24,2
2018-03,19,3,28,6
2018-04,18,3,23,2
2018-05,9,2,25,9
2018-06,7,4,25,5
2018-07,14,2,25,1
2018-08,11,2,24,4
2018-09,6,3,13,5
2018-10,6,3,12,1
2018-11,10,1,23,4
2018-12,7,1,20,1
2019-01,10,0,19,0
2019-02,6,3,19,2
2019-03,9,2,9,2
2019-04,4,1,11,5
2019-05,4,1,8,1
2019-06,20,4,35,5
2019-07,16,5,23,15
2019-08,6,3,11,1
2019-09,4,3,11,0
2019-10,5,0,9,0
2019-11,17,3,23,4
2019-12,14,2,12,7
2020-01,3,1,12,3
2020-02,7,2,10,2
2020-03,12,4,19,3
2020-04,12,4,15,1
2020-05,8,4,10,5
2020-06,10,1,15,9
2020-07,5,0,15,2
2020-08,5,3,10,8
2020-09,5,2,8,2
2020-10,8,4,13,2
2020-11,11,2,11,4
2020-12,12,0,18,4
2021-01,5,0,15,3
2021-02,5,2,9,5
2021-03,5,0,13,5
2021-04,8,1,14,5
2021-05,6,2,10,5
2021-06,5,4,10,6
2021-07,7,0,7,1
2021-08,4,2,13,1
2021-09,8,0,7,2
2021-10,6,0,6,3
2021-11,9,1,12,0
2021-12,4,1,9,2
2022-01,5,1,12,5
2022-02,5,1,11,3
2022-03,3,0,12,2
2022-04,8,0,11,0
2022-05,6,1,11,1
2022-06,1,0,6,2
2022-07,5,1,5,0
2022-08,4,1,7,2
2022-09,4,0,6,2
2022-10,1,1,5,0
2022-11,3,1,2,1
2022-12,2,0,8,0
2023-01,3,1,8,1
2023-02,5,1,4,0
2023-03,4,2,7,0
2023-04,2,0,6,0
2023-05,1,1,4,0
2023-06,2,0,4,2
2023-07,5,0,15,4
2023-08,3,0,5,1
2023-09,3,0,7,1
2023-10,1,0,8,0
2023-11,3,2,9,1
2023-12,8,0,3,1
2024-01,4,0,7,3
2024-02,3,0,5,0
2024-03,1,0,1,3
