date,compound,neg,neu,pos
2015-01,203,4,167,15
2015-02,95,1,65,5
2015-03,23,0,29,1
2015-04,13,0,15,0
2015-05,47,0,30,4
2015-06,22,1,27,0
2015-07,7,3,12,0
2015-08,13,1,10,0
2015-09,10,0,7,1
2015-10,13,1,10,0
2015-11,11,0,1,0
2015-12,4,2,13,0
2016-01,16,0,9,0
2016-02,6,2,8,0
2016-03,4,1,8,0
2016-04,14,1,8,0
2016-05,10,0,10,3
2016-06,6,1,1,0
2016-07,12,0,3,0
2016-08,18,0,9,2
2016-09,340,21,325,33
2016-10,55,7,43,8
2016-11,42,2,61,7
2016-12,33,1,35,7
2017-01,31,1,25,4
2017-02,19,1,22,7
2017-03,34,1,31,5
2017-04,29,2,20,3
2017-05,40,2,38,6
2017-06,47,4,38,5
2017-07,26,2,24,5
2017-08,24,2,23,4
2017-09,13,1,14,3
2017-10,27,1,21,2
2017-11,25,1,22,5
2017-12,21,0,27,4
2018-01,17,3,25,3
2018-02,26,4,19,6
2018-03,14,1,15,1
2018-04,18,2,13,4
2018-05,24,2,14,2
2018-06,23,0,17,1
2018-07,7,0,14,2
2018-08,8,0,12,0
2018-09,8,1,10,3
2018-10,5,0,8,0
2018-11,14,0,7,1
2018-12,7,0,12,3
2019-01,3,0,5,0
2019-02,2,0,2,0
2019-03,3,0,4,1
2019-04,3,1,8,2
2019-05,7,0,7,1
2019-06,6,1,9,1
2019-07,11,1,8,3
2019-08,3,1,6,0
2019-09,6,0,3,0
2019-10,2,1,3,0
2019-11,5,1,7,2
2019-12,5,3,6,1
2020-01,5,0,5,1
2020-02,4,0,5,0
2020-03,6,1,5,1
2020-04,11,1,9,1
2020-05,2,0,7,0
2020-06,2,1,3,0
2020-07,1,0,5,1
2020-08,5,0,5,2
2020-09,5,2,4,0
2020-10,0,1,6,3
2020-11,3,1,4,0
2020-12,0,0,9,0
2021-01,2,2,3,1
2021-02,5,0,3,3
2021-03,1,1,3,0
2021-04,2,0,4,0
2021-05,2,0,3,0
2021-06,2,0,3,0
2021-07,1,0,2,2
2021-08,4,0,4,1
2021-09,2,0,2,0
2021-10,8,1,7,3
2021-11,1,2,2,1
2021-12,2,0,5,1
2022-01,2,2,2,0
2022-02,2,0,6,0
2022-03,0,0,1,2
2022-04,2,0,3,2
2022-05,3,0,5,0
2022-06,1,0,4,0
2022-07,5,0,2,1
2022-08,3,1,3,2
2022-09,1,1,2,1
2022-10,1,0,2,0
2022-11,1,0,1,3
2022-12,3,0,1,1
2023-01,2,1,2,1
2023-02,3,1,4,1
2023-03,3,0,3,1
2023-04,1,0,4,0
2023-05,3,2,6,0
2023-06,1,1,4,2
2023-07,1,1,3,0
2023-08,3,2,8,2
2023-09,3,1,4,0
2023-10,5,0,7,2
2023-11,3,0,5,2
2023-12,1,0,3,0
2024-01,5,0,7,0
2024-02,2,1,8,1
2024-03,2,2,5,1
2024-04,0,0,1,0
