date,compound,neg,neu,pos
2013-11,7,0,4,0
2013-12,4,0,3,0
2014-01,11,0,15,1
2014-02,29,6,38,6
2014-03,3,0,2,0
2014-04,4,1,1,1
2014-05,31,7,39,10
2014-06,4,1,3,1
2014-07,2,0,4,0
2014-08,8,1,4,2
2014-09,3,0,6,0
2014-10,5,0,1,0
2014-11,5,0,0,0
2014-12,6,0,0,2
2015-01,2,0,5,0
2015-02,0,0,4,1
2015-03,3,0,11,1
2015-04,2,0,3,0
2015-05,2,0,2,1
2015-06,2,1,0,0
2015-07,11,2,24,0
2015-08,19,4,20,3
2015-09,6,1,4,3
2015-10,2,0,7,1
2015-11,7,1,4,1
2015-12,1,1,4,1
2016-01,4,0,2,1
2016-02,2,1,3,1
2016-03,1,1,4,0
2016-04,0,0,1,0
2016-05,1,0,6,0
2016-06,0,1,3,1
2016-07,2,2,2,1
2016-08,2,1,5,0
2016-09,0,0,2,0
2016-10,3,1,1,0
2016-11,1,0,2,2
2016-12,1,1,0,0
2017-01,0,1,1,0
2017-02,0,0,2,0
2017-03,0,0,1,0
2017-05,2,0,3,0
2017-06,2,1,3,0
2017-07,0,0,1,1
2017-08,0,0,1,0
2017-09,1,0,1,0
2017-10,1,0,2,0
2017-12,1,0,0,0
2018-01,1,1,0,0
2018-02,0,1,0,0
2018-03,0,1,0,0
2018-05,1,1,0,0
2018-09,1,0,0,0
2018-11,0,0,1,0
2018-12,1,0,3,0
2019-01,0,0,1,0
2019-02,1,0,0,0
2019-05,0,0,1,0
2019-06,0,0,1,0
2019-07,0,0,2,0
2019-08,0,0,1,0
2019-12,0,0,1,0
2020-01,1,0,0,0
2020-04,0,0,1,0
2020-05,1,0,0,0
2020-07,1,0,0,0
2020-11,0,0,1,0
2021-05,0,1,0,0
2021-11,0,0,1,0
2022-01,1,0,1,0
2022-04,0,1,0,0
2022-11,0,1,0,0
2022-12,0,1,0,0
2023-01,1,0,0,0
2023-06,1,0,1,0
2023-09,0,1,0,0
2023-10,0,0,1,0
2024-01,0,0,1,0
