date,compound,neg,neu,pos
2017-01,8,1,16,3
2017-02,5,0,17,2
2017-03,5,2,9,7
2017-04,9,1,30,4
2017-05,5,0,17,1
2017-06,16,1,59,4
2017-07,10,1,38,6
2017-08,6,0,11,1
2017-09,4,1,13,1
2017-10,5,0,16,4
2017-11,18,3,40,3
2017-12,8,0,19,3
2018-01,13,0,18,5
2018-02,2,1,7,3
2018-03,3,0,10,1
2018-04,6,0,5,1
2018-05,3,0,10,0
2018-06,7,0,11,0
2018-07,14,1,13,2
2018-08,3,0,11,1
2018-09,4,0,6,1
2018-10,5,0,6,0
2018-11,11,0,18,8
2018-12,8,1,8,1
2019-01,10,1,6,1
2019-02,4,0,3,1
2019-03,3,0,3,2
2019-04,1,1,9,1
2019-05,2,0,11,2
2019-06,7,1,31,3
2019-07,13,2,20,4
2019-08,3,0,11,1
2019-09,0,1,9,3
2019-10,2,0,8,1
2019-11,4,0,9,4
2019-12,7,1,17,3
2020-01,6,0,13,9
2020-02,2,0,9,5
2020-03,8,0,5,4
2020-04,5,1,10,2
2020-05,7,2,16,5
2020-06,13,1,36,3
2020-07,29,1,63,14
2020-08,9,0,23,9
2020-09,2,1,12,4
2020-10,8,1,13,10
2020-11,19,1,35,3
2020-12,10,3,38,8
2021-01,13,1,48,12
2021-02,11,2,26,6
2021-03,14,3,23,6
2021-04,8,3,28,4
2021-05,9,1,28,6
2021-06,10,1,23,5
2021-07,8,1,31,6
2021-08,8,1,14,2
2021-09,5,1,19,3
2021-10,5,0,11,4
2021-11,10,0,32,2
2021-12,7,0,27,2
2022-01,4,4,27,2
2022-02,8,1,15,5
2022-03,2,0,11,1
2022-04,4,1,7,2
2022-05,8,1,11,0
2022-06,3,1,13,1
2022-07,5,2,16,4
2022-08,1,0,6,1
2022-09,3,0,7,2
2022-10,2,0,9,3
2022-11,2,1,11,2
2022-12,6,0,15,1
2023-01,3,0,9,2
2023-02,3,0,12,0
2023-03,5,1,6,1
2023-04,2,1,1,3
2023-05,4,0,6,1
2023-06,4,0,6,1
2023-07,7,0,9,1
2023-08,2,1,9,4
2023-09,3,0,6,0
2023-10,5,0,10,1
2023-11,3,1,13,4
2023-12,1,0,7,1
2024-01,4,1,4,1
2024-02,1,0,9,1
2024-03,1,1,8,1
