date,compound,neg,neu,pos
2015-08,371,4,235,16
2015-09,59,0,33,2
2015-10,124,1,64,7
2015-11,57,0,43,10
2015-12,89,0,60,4
2016-01,84,2,65,6
2016-02,38,2,29,5
2016-03,30,0,18,4
2016-04,22,0,16,0
2016-05,34,0,16,2
2016-06,214,1,170,17
2016-07,92,0,62,4
2016-08,46,0,40,6
2016-09,35,1,25,2
2016-10,132,2,75,13
2016-11,117,0,70,16
2016-12,82,1,55,6
2017-01,63,0,45,6
2017-02,14,0,16,2
2017-03,30,1,12,5
2017-04,69,0,28,7
2017-05,101,1,82,10
2017-06,69,1,45,7
2017-07,53,0,30,8
2017-08,21,0,17,6
2017-09,19,0,20,3
2017-10,43,2,41,2
2017-11,79,0,70,16
2017-12,65,0,43,5
2018-01,27,0,29,2
2018-02,50,1,38,4
2018-03,27,1,26,2
2018-04,12,2,12,1
2018-05,155,2,101,37
2018-06,138,3,115,25
2018-07,185,3,138,42
2018-08,83,1,73,17
2018-09,53,1,35,6
2018-10,43,1,31,1
2018-11,100,6,92,37
2018-12,53,1,46,12
2019-01,39,0,34,3
2019-02,34,2,25,3
2019-03,21,1,17,7
2019-04,32,1,25,3
2019-05,37,0,22,10
2019-06,92,0,82,29
2019-07,84,2,75,31
2019-08,11,0,18,6
2019-09,11,1,13,2
2019-10,20,0,21,5
2019-11,48,3,44,24
2019-12,37,0,45,22
2020-01,47,1,40,8
2020-02,38,0,28,14
2020-03,39,3,27,8
2020-04,83,3,71,14
2020-05,47,1,42,11
2020-06,38,1,40,16
2020-07,51,2,40,12
2020-08,26,1,44,16
2020-09,22,0,23,10
2020-10,30,2,33,13
2020-11,32,0,31,11
2020-12,48,1,37,15
2021-01,44,1,33,9
2021-02,27,2,21,5
2021-03,35,2,31,7
2021-04,28,1,27,12
2021-05,35,1,19,7
2021-06,43,0,30,9
2021-07,29,0,26,8
2021-08,25,1,15,11
2021-09,23,3,30,6
2021-10,14,0,14,5
2021-11,27,1,23,7
2021-12,21,1,28,16
2022-01,63,1,64,13
2022-02,54,1,28,13
2022-03,33,0,20,12
2022-04,20,0,27,9
2022-05,17,0,16,9
2022-06,17,0,20,6
2022-07,19,2,30,9
2022-08,12,2,23,6
2022-09,24,1,31,3
2022-10,20,0,14,7
2022-11,17,0,20,9
2022-12,25,0,22,5
2023-01,12,1,26,8
2023-02,54,3,62,18
2023-03,17,0,21,5
2023-04,14,0,14,4
2023-05,17,0,15,5
2023-06,18,0,21,7
2023-07,72,2,69,18
2023-08,23,2,24,7
2023-09,23,1,33,10
2023-10,20,2,18,9
2023-11,26,2,29,5
2023-12,14,0,19,3
2024-01,62,3,53,9
2024-02,9,1,25,8
2024-03,25,0,38,9
2024-04,3,1,3,0
