date,compound,neg,neu,pos
2010-10,5,0,9,0
2010-11,23,1,44,8
2010-12,82,2,99,17
2011-01,21,1,32,3
2011-02,14,1,39,5
2011-03,25,1,32,4
2011-04,18,3,29,3
2011-05,15,1,26,2
2011-06,15,0,21,1
2011-07,86,5,139,18
2011-08,48,3,44,6
2011-09,50,5,74,8
2011-10,27,0,26,9
2011-11,22,3,36,5
2011-12,125,2,144,32
2012-01,30,2,48,7
2012-02,23,1,30,7
2012-03,41,2,49,5
2012-04,33,1,37,4
2012-05,52,2,42,8
2012-06,49,3,65,7
2012-07,298,14,479,89
2012-08,81,5,92,31
2012-09,57,3,66,14
2012-10,35,3,72,15
2012-11,45,3,88,14
2012-12,100,7,132,30
2013-01,103,11,141,35
2013-02,42,5,75,14
2013-03,95,6,117,35
2013-04,78,5,81,16
2013-05,68,4,110,23
2013-06,130,12,204,42
2013-07,319,19,425,77
2013-08,145,12,197,40
2013-09,83,2,105,26
2013-10,159,11,169,53
2013-11,461,16,402,81
2013-12,1650,59,1716,461
2014-01,1039,45,1169,294
2014-02,778,52,984,210
2014-03,554,23,628,120
2014-04,435,19,490,121
2014-05,423,20,460,99
2014-06,1906,75,2398,512
2014-07,691,26,865,145
2014-08,543,29,760,146
2014-09,395,10,522,96
2014-10,430,20,495,89
2014-11,410,22,534,88
2014-12,638,28,786,176
2015-01,504,29,712,128
2015-02,295,9,443,71
2015-03,461,21,660,107
2015-04,312,7,442,91
2015-05,285,17,428,83
2015-06,528,35,757,132
2015-07,316,12,388,69
2015-08,345,19,462,94
2015-09,239,11,318,54
2015-10,231,19,333,63
2015-11,323,7,436,90
2015-12,497,29,683,128
2016-01,470,32,691,145
2016-02,382,23,644,131
2016-03,268,14,447,92
2016-04,233,14,362,85
2016-05,421,26,626,140
2016-06,421,26,592,137
2016-07,423,9,633,128
2016-08,267,14,397,72
2016-09,264,11,397,77
2016-10,252,20,399,92
2016-11,1649,59,3358,550
2016-12,371,19,460,126
2017-01,277,16,345,72
2017-02,168,9,261,67
2017-03,186,17,252,45
2017-04,160,12,209,45
2017-05,154,4,248,58
2017-06,283,17,433,121
2017-07,282,14,394,92
2017-08,177,13,204,49
2017-09,151,4,201,36
2017-10,172,15,220,55
2017-11,593,24,943,238
2017-12,213,16,342,76
2018-01,221,15,300,85
2018-02,149,7,213,49
2018-03,191,2,235,54
2018-04,154,5,165,49
2018-05,157,6,203,41
2018-06,153,11,249,52
2018-07,154,9,225,41
2018-08,110,4,147,33
2018-09,95,5,146,35
2018-10,106,7,124,41
2018-11,554,27,803,237
2018-12,129,10,241,63
2019-01,123,8,159,41
2019-02,102,3,169,36
2019-03,79,7,118,24
2019-04,81,7,120,36
2019-05,88,5,87,44
2019-06,468,20,672,310
2019-07,631,24,786,436
2019-08,64,1,79,23
2019-09,46,1,75,30
2019-10,150,5,211,72
2019-11,825,79,1222,667
2019-12,621,67,1060,606
2020-01,504,35,724,436
2020-02,375,39,597,351
2020-03,533,45,872,491
2020-04,581,45,787,465
2020-05,431,30,717,359
2020-06,317,26,466,259
2020-07,303,26,458,239
2020-08,248,19,407,179
2020-09,253,15,325,186
2020-10,211,14,360,170
2020-11,251,18,404,197
2020-12,274,23,451,233
2021-01,253,20,441,216
2021-02,184,21,343,172
2021-03,194,21,322,147
2021-04,182,16,332,134
2021-05,164,20,342,131
2021-06,154,19,285,149
2021-07,150,12,288,134
2021-08,152,21,317,166
2021-09,152,14,270,148
2021-10,148,9,225,111
2021-11,162,12,273,130
2021-12,193,17,288,147
2022-01,169,18,297,164
2022-02,149,10,248,114
2022-03,160,21,266,135
2022-04,130,16,233,149
2022-05,149,16,250,105
2022-06,131,7,230,110
2022-07,131,18,260,122
2022-08,138,17,218,119
2022-09,135,13,182,98
2022-10,130,16,189,103
2022-11,145,16,224,121
2022-12,149,15,224,129
2023-01,114,14,221,108
2023-02,118,13,233,93
2023-03,106,15,196,103
2023-04,103,9,175,88
2023-05,86,12,165,74
2023-06,101,13,217,83
2023-07,131,14,234,100
2023-08,102,12,165,88
2023-09,83,13,158,90
2023-10,107,8,176,95
2023-11,120,13,241,98
2023-12,98,15,199,76
2024-01,118,7,221,86
2024-02,101,8,159,67
2024-03,77,4,98,47
