date,compound,neg,neu,pos
2012-10,31,2,25,0
2012-11,4,0,4,0
2012-12,9,0,6,0
2013-01,4,0,5,0
2013-02,2,0,3,0
2013-03,4,0,6,0
2013-04,0,0,2,1
2013-05,3,0,3,1
2013-06,6,0,7,0
2013-07,8,0,22,1
2013-08,6,0,5,2
2013-09,0,0,2,0
2013-10,4,0,6,0
2013-11,6,0,6,1
2013-12,16,0,16,0
2014-01,28,1,25,3
2014-02,20,0,10,1
2014-03,5,0,7,1
2014-04,78,0,65,4
2014-05,20,1,11,2
2014-06,25,2,22,1
2014-07,17,1,20,0
2014-08,3,0,5,0
2014-09,4,0,7,1
2014-10,2,0,5,2
2014-11,27,0,17,4
2014-12,14,0,12,2
2015-01,11,0,14,3
2015-02,5,1,5,1
2015-03,4,0,10,1
2015-04,5,1,9,1
2015-05,4,0,5,0
2015-06,4,1,4,1
2015-07,15,0,10,1
2015-08,6,0,8,3
2015-09,7,0,7,0
2015-10,7,0,10,0
2015-11,3,0,5,1
2015-12,7,0,6,0
2016-01,5,0,4,2
2016-02,11,1,6,2
2016-03,11,0,25,3
2016-04,10,1,16,0
2016-05,10,0,9,0
2016-06,7,1,12,0
2016-07,3,0,4,0
2016-08,6,0,10,1
2016-09,4,0,4,0
2016-10,5,0,4,0
2016-11,16,0,11,2
2016-12,4,0,8,0
2017-01,4,1,3,0
2017-02,3,0,3,0
2017-03,3,0,7,0
2017-04,2,0,6,0
2017-05,6,0,6,2
2017-06,1,0,9,0
2017-07,2,1,3,0
2017-08,3,0,6,0
2017-09,3,0,4,1
2017-10,3,0,3,0
2017-11,6,0,7,1
2017-12,2,0,4,1
2018-01,1,0,2,0
2018-02,0,0,2,0
2018-03,3,0,1,0
2018-04,1,0,0,0
2018-05,2,0,1,0
2018-06,3,0,2,0
2018-07,3,0,0,0
2018-08,1,0,4,0
2018-09,2,0,1,0
2018-10,2,0,0,1
2018-11,3,0,5,1
2019-01,1,0,3,0
2019-02,6,0,3,0
2019-03,0,0,4,0
2019-04,0,0,1,0
2019-05,2,0,4,0
2019-06,6,0,3,3
2019-07,5,0,3,0
2019-08,2,0,0,2
2019-09,0,0,1,1
2019-10,0,1,0,0
2019-11,3,0,1,0
2019-12,4,0,2,0
2020-01,1,0,0,1
2020-02,1,0,3,0
2020-03,0,0,1,0
2020-04,1,0,4,0
2020-05,3,0,2,0
2020-06,1,0,1,1
2020-07,3,0,0,0
2020-08,2,0,1,0
2020-09,2,0,1,0
2020-10,3,1,2,0
2020-11,0,0,2,0
2020-12,0,0,3,0
2021-01,0,0,1,0
2021-02,1,0,0,0
2021-03,0,0,1,0
2021-04,3,0,2,0
2021-05,1,0,1,0
2021-06,0,0,3,0
2021-07,2,1,0,0
2021-08,0,0,2,1
2021-09,2,0,1,0
2021-10,3,0,1,1
2021-11,1,0,3,0
2021-12,0,0,1,0
2022-01,1,0,1,1
2022-02,1,1,0,0
2022-03,3,0,0,0
2022-04,2,0,0,0
2022-06,1,0,2,0
2022-07,3,0,4,0
2022-08,2,0,2,1
2022-09,2,0,0,0
2022-10,1,1,0,0
2022-11,1,0,3,0
2022-12,3,0,1,0
2023-01,1,0,3,0
2023-02,0,0,1,1
2023-03,1,0,1,0
2023-04,4,0,0,0
2023-05,3,0,1,0
2023-06,0,0,1,1
2023-07,4,0,3,0
2023-08,1,1,2,0
2023-09,1,0,0,0
2023-10,0,0,1,0
2023-11,0,0,3,0
2023-12,2,0,1,0
2024-01,3,0,1,0
2024-02,0,0,1,0
2024-03,2,0,2,0
