date,compound,neg,neu,pos
2020-11,213,6,106,33
2020-12,127,5,81,31
2021-01,80,0,50,16
2021-02,46,1,38,8
2021-03,55,0,19,5
2021-04,33,0,23,7
2021-05,35,2,22,12
2021-06,43,1,21,4
2021-07,47,3,25,4
2021-08,64,2,36,11
2021-09,37,2,22,6
2021-10,22,1,7,4
2021-11,43,1,13,6
2021-12,25,1,11,7
2022-01,16,0,17,7
2022-02,12,0,16,8
2022-03,17,0,12,2
2022-04,18,0,4,3
2022-05,14,1,13,5
2022-06,12,0,18,4
2022-07,21,1,11,4
2022-08,24,0,16,4
2022-09,20,1,19,5
2022-10,20,1,19,2
2022-11,19,1,23,10
2022-12,19,0,22,4
2023-01,27,2,16,1
2023-02,11,1,10,1
2023-03,27,0,18,4
2023-04,17,1,11,2
2023-05,15,0,10,2
2023-06,16,0,12,4
2023-07,12,0,9,2
2023-08,12,2,13,1
2023-09,10,0,9,3
2023-10,13,0,7,5
2023-11,49,3,29,6
2023-12,25,2,14,6
2024-01,27,1,21,4
2024-02,10,0,10,2
2024-03,23,0,15,2
2024-04,1,0,2,1
