date,compound,neg,neu,pos
2013-08,73,4,73,3
2013-09,53,3,34,2
2013-10,30,2,16,1
2013-11,132,4,73,17
2013-12,165,5,129,21
2014-01,67,5,48,11
2014-02,53,3,37,3
2014-03,29,0,31,4
2014-04,64,9,62,10
2014-05,37,5,34,6
2014-06,173,6,152,19
2014-07,85,4,56,12
2014-08,47,2,43,10
2014-09,43,1,39,2
2014-10,54,4,44,8
2014-11,76,6,65,5
2014-12,95,5,107,12
2015-01,108,4,127,10
2015-02,40,4,38,5
2015-03,29,3,31,4
2015-04,57,4,37,8
2015-05,34,0,36,6
2015-06,346,16,449,73
2015-07,83,6,56,11
2015-08,40,3,58,6
2015-09,43,1,42,5
2015-10,46,2,66,8
2015-11,56,2,79,10
2015-12,70,4,71,12
2016-01,49,3,54,8
2016-02,40,2,38,6
2016-03,28,2,38,5
2016-04,45,1,38,7
2016-05,22,0,23,2
2016-06,36,0,35,2
2016-07,40,6,46,5
2016-08,21,1,26,8
2016-09,17,2,19,3
2016-10,19,0,16,1
2016-11,93,4,72,18
2016-12,49,0,41,5
2017-01,28,0,39,7
2017-02,20,1,19,3
2017-03,27,1,22,4
2017-04,32,0,24,7
2017-05,17,1,34,5
2017-06,54,4,64,15
2017-07,66,4,73,17
2017-08,33,2,34,2
2017-09,18,0,25,2
2017-10,35,1,31,6
2017-11,80,2,100,23
2017-12,50,2,51,11
2018-01,35,4,50,10
2018-02,26,3,49,4
2018-03,39,1,53,3
2018-04,21,2,28,5
2018-05,22,4,30,7
2018-06,38,1,38,10
2018-07,48,2,36,7
2018-08,16,0,20,3
2018-09,13,1,23,3
2018-10,7,1,15,2
2018-11,42,1,44,16
2018-12,23,2,27,2
2019-01,23,1,18,3
2019-02,15,1,32,5
2019-03,15,0,16,7
2019-04,14,0,24,3
2019-05,11,3,30,5
2019-06,56,6,66,32
2019-07,59,2,95,28
2019-08,9,0,12,4
2019-09,6,0,16,4
2019-10,13,1,33,11
2019-11,58,5,80,37
2019-12,61,3,64,30
2020-01,45,2,47,16
2020-02,31,3,42,15
2020-03,26,1,32,21
2020-04,38,2,41,18
2020-05,137,15,210,41
2020-06,135,7,170,40
2020-07,63,10,108,33
2020-08,30,6,55,22
2020-09,30,5,47,17
2020-10,30,4,46,13
2020-11,66,11,109,40
2020-12,43,7,74,19
2021-01,49,3,71,24
2021-02,82,12,140,30
2021-03,105,11,193,60
2021-04,52,4,61,21
2021-05,50,8,78,26
2021-06,24,6,76,21
2021-07,64,4,102,26
2021-08,42,2,68,14
2021-09,47,4,87,20
2021-10,23,1,42,16
2021-11,38,7,69,19
2021-12,41,9,103,31
2022-01,45,10,80,31
2022-02,22,7,29,16
2022-03,26,3,66,14
2022-04,31,3,76,20
2022-05,31,6,55,14
2022-06,27,7,82,27
2022-07,41,6,83,22
2022-08,44,7,135,40
2022-09,18,6,40,9
2022-10,14,2,32,6
2022-11,42,7,55,12
2022-12,31,5,78,19
2023-01,39,5,70,15
2023-02,23,3,32,9
2023-03,17,5,48,10
2023-04,21,5,42,7
2023-05,20,2,29,6
2023-06,18,1,19,12
2023-07,58,28,267,17
2023-08,59,19,223,15
2023-09,28,9,90,7
2023-10,18,6,88,10
2023-11,30,6,98,9
2023-12,36,27,215,15
2024-01,26,7,89,10
2024-02,16,10,50,9
2024-03,14,4,43,6
