date,compound,neg,neu,pos
2020-01,247,40,461,166
2020-02,463,87,1147,290
2020-03,239,37,483,191
2020-04,314,48,650,200
2020-05,416,116,1082,236
2020-06,264,38,505,164
2020-07,262,45,499,185
2020-08,205,31,414,144
2020-09,402,66,892,348
2020-10,270,56,532,206
2020-11,462,76,770,306
2020-12,447,82,943,416
2021-01,465,91,901,369
2021-02,321,60,673,244
2021-03,259,54,505,231
2021-04,297,62,560,244
2021-05,293,64,636,243
2021-06,253,72,552,220
2021-07,298,62,644,207
2021-08,306,72,608,279
2021-09,268,64,589,221
2021-10,283,57,595,225
2021-11,410,82,809,313
2021-12,396,96,871,373
2022-01,444,99,943,402
2022-02,312,70,615,294
2022-03,216,66,526,215
2022-04,405,78,779,285
2022-05,295,59,591,241
2022-06,372,91,836,319
2022-07,352,79,752,340
2022-08,283,62,665,283
2022-09,298,67,666,284
2022-10,368,69,712,308
2022-11,405,77,800,355
2022-12,323,85,697,278
2023-01,407,94,951,322
2023-02,318,93,701,261
2023-03,335,83,819,295
2023-04,307,55,624,298
2023-05,277,64,640,272
2023-06,285,93,794,295
2023-07,364,110,871,309
2023-08,268,75,706,287
2023-09,230,55,551,243
2023-10,261,76,611,232
2023-11,568,136,1210,446
2023-12,437,88,1020,367
2024-01,407,90,925,353
2024-02,341,81,738,286
2024-03,335,92,847,306
2024-04,47,19,87,34
