date,compound,neg,neu,pos
2015-04,315,29,571,31
2015-05,84,6,126,15
2015-06,109,9,230,23
2015-07,67,15,157,18
2015-08,59,8,123,11
2015-09,85,12,148,17
2015-10,59,7,127,11
2015-11,57,7,108,13
2015-12,110,18,242,27
2016-01,116,20,250,29
2016-02,109,21,203,29
2016-03,89,22,210,12
2016-04,71,17,162,25
2016-05,57,10,114,8
2016-06,79,9,185,21
2016-07,74,9,141,10
2016-08,44,8,99,7
2016-09,42,4,61,6
2016-10,54,13,123,9
2016-11,171,32,309,43
2016-12,64,12,137,18
2017-01,50,4,118,17
2017-02,48,6,70,8
2017-03,40,3,84,12
2017-04,46,11,92,15
2017-05,49,7,87,9
2017-06,96,16,170,29
2017-07,68,12,183,20
2017-08,38,4,90,10
2017-09,54,6,122,9
2017-10,52,10,89,8
2017-11,130,20,217,55
2017-12,50,7,133,16
2018-01,56,10,143,18
2018-02,41,4,99,8
2018-03,36,6,73,7
2018-04,25,7,73,8
2018-05,40,9,80,8
2018-06,61,4,119,19
2018-07,63,7,121,9
2018-08,29,5,68,9
2018-09,27,1,42,5
2018-10,14,4,52,8
2018-11,73,6,154,30
2018-12,31,8,70,11
2019-01,45,11,110,10
2019-02,43,7,87,5
2019-03,34,5,79,11
2019-04,40,5,69,8
2019-05,45,9,84,14
2019-06,167,29,310,76
2019-07,156,23,282,77
2019-08,19,3,57,11
2019-09,28,2,50,8
2019-10,45,4,85,18
2019-11,134,23,241,70
2019-12,141,29,256,73
2020-01,136,27,269,66
2020-02,110,17,233,66
2020-03,94,24,208,58
2020-04,142,30,337,86
2020-05,180,22,347,82
2020-06,142,28,334,61
2020-07,188,49,398,99
2020-08,108,42,261,64
2020-09,87,32,206,50
2020-10,94,19,167,42
2020-11,105,28,263,67
2020-12,131,43,361,75
2021-01,154,28,357,92
2021-02,100,37,301,73
2021-03,127,41,268,62
2021-04,137,49,386,76
2021-05,129,29,246,47
2021-06,161,50,397,81
2021-07,171,55,477,90
2021-08,133,37,335,66
2021-09,103,26,280,56
2021-10,102,28,244,56
2021-11,161,48,380,84
2021-12,174,52,461,109
2022-01,217,69,557,109
2022-02,121,35,330,65
2022-03,111,43,310,54
2022-04,127,44,403,71
2022-05,73,30,248,27
2022-06,75,35,167,30
2022-07,67,22,171,29
2022-08,86,18,168,36
2022-09,45,15,148,34
2022-10,74,19,194,28
2022-11,86,35,216,53
2022-12,88,20,241,38
2023-01,92,31,286,30
2023-02,65,24,216,44
2023-03,85,27,235,41
2023-04,66,16,182,30
2023-05,67,14,158,28
2023-06,65,13,151,27
2023-07,122,51,427,44
2023-08,78,28,290,48
2023-09,93,35,303,38
2023-10,80,22,231,42
2023-11,87,21,264,45
2023-12,96,34,238,44
2024-01,101,35,240,50
2024-02,118,34,362,52
2024-03,109,50,370,57
2024-04,24,8,58,9
