date,compound,neg,neu,pos
2012-04,13,0,16,1
2012-05,15,1,6,1
2012-06,36,1,26,3
2012-07,58,7,52,11
2012-08,10,2,22,4
2012-09,12,1,6,4
2012-10,5,1,3,1
2012-11,12,0,17,1
2012-12,29,1,25,3
2013-01,25,0,19,0
2013-02,13,1,6,2
2013-03,10,0,11,1
2013-04,12,1,13,3
2013-05,16,0,32,4
2013-06,22,3,21,3
2013-07,38,0,46,3
2013-08,24,0,15,1
2013-09,14,1,7,2
2013-10,15,1,18,3
2013-11,41,1,33,3
2013-12,153,1,116,23
2014-01,68,2,55,11
2014-02,45,1,38,2
2014-03,38,0,24,2
2014-04,68,1,55,14
2014-05,34,0,35,4
2014-06,207,4,187,31
2014-07,57,0,44,4
2014-08,46,1,26,2
2014-09,43,1,49,4
2014-10,37,0,36,4
2014-11,61,0,47,5
2014-12,84,0,53,20
2015-01,51,2,44,6
2015-02,29,0,37,6
2015-03,39,1,19,3
2015-04,53,0,52,7
2015-05,40,0,29,2
2015-06,43,1,50,7
2015-07,31,1,23,4
2015-08,23,0,12,4
2015-09,40,2,34,1
2015-10,32,1,20,7
2015-11,32,0,21,5
2015-12,41,0,39,8
2016-01,30,1,44,5
2016-02,40,2,39,1
2016-03,30,1,21,4
2016-04,28,1,31,5
2016-05,38,1,29,2
2016-06,51,0,45,5
2016-07,31,0,32,5
2016-08,22,2,29,7
2016-09,17,1,10,3
2016-10,26,2,18,2
2016-11,70,0,67,5
2016-12,34,1,40,6
2017-01,17,0,30,3
2017-02,14,1,17,5
2017-03,17,0,12,1
2017-04,57,1,42,6
2017-05,20,1,10,5
2017-06,27,0,31,2
2017-07,24,0,21,4
2017-08,26,1,22,1
2017-09,30,1,12,4
2017-10,17,0,13,6
2017-11,45,0,35,7
2017-12,20,2,16,3
2018-01,14,0,17,3
2018-02,18,2,10,0
2018-03,16,0,10,3
2018-04,15,0,9,3
2018-05,9,0,16,2
2018-06,18,2,8,2
2018-07,10,1,9,2
2018-08,7,0,7,3
2018-09,9,0,8,0
2018-10,19,0,13,0
2018-11,92,2,109,108
2018-12,57,4,64,31
2019-01,24,1,27,1
2019-02,17,1,15,1
2019-03,13,0,13,2
2019-04,6,1,12,5
2019-05,16,1,10,2
2019-06,42,4,42,12
2019-07,59,0,50,28
2019-08,11,0,14,1
2019-09,11,0,13,5
2019-10,14,2,17,3
2019-11,104,2,76,34
2019-12,67,4,66,33
2020-01,68,5,49,34
2020-02,37,1,53,17
2020-03,65,4,58,33
2020-04,88,2,65,19
2020-05,53,2,46,23
2020-06,46,1,32,8
2020-07,44,2,41,17
2020-08,36,0,28,13
2020-09,31,1,41,7
2020-10,33,1,29,10
2020-11,53,0,48,22
2020-12,46,2,35,18
2021-01,47,1,48,17
2021-02,26,0,35,8
2021-03,29,2,34,20
2021-04,20,2,27,17
2021-05,30,5,34,7
2021-06,27,1,34,6
2021-07,17,0,30,11
2021-08,20,3,34,17
2021-09,25,0,30,9
2021-10,24,2,26,15
2021-11,31,2,37,6
2021-12,33,4,42,18
2022-01,36,1,34,13
2022-02,26,0,23,7
2022-03,18,2,14,13
2022-04,15,3,21,7
2022-05,19,2,25,6
2022-06,10,1,17,5
2022-07,25,3,27,18
2022-08,20,0,18,9
2022-09,29,0,19,11
2022-10,16,1,30,12
2022-11,22,1,25,10
2022-12,16,0,19,9
2023-01,26,0,21,10
2023-02,16,1,22,7
2023-03,17,3,18,4
2023-04,15,2,22,8
2023-05,21,3,9,6
2023-06,14,0,14,12
2023-07,13,1,24,7
2023-08,19,0,19,3
2023-09,11,1,19,9
2023-10,12,3,11,5
2023-11,12,2,22,6
2023-12,15,3,15,6
2024-01,24,1,17,8
2024-02,12,0,22,10
2024-03,13,0,17,6
