date,compound,neg,neu,pos
2013-08,71,3,49,10
2013-09,135,4,102,20
2013-10,48,2,46,8
2013-11,238,2,119,31
2013-12,514,6,295,70
2014-01,587,11,344,67
2014-02,273,3,147,30
2014-03,108,1,84,10
2014-04,89,0,56,12
2014-05,154,1,93,11
2014-06,728,10,568,111
2014-07,211,2,142,14
2014-08,355,8,234,38
2014-09,73,3,85,9
2014-10,82,3,78,7
2014-11,89,2,86,10
2014-12,212,4,187,18
2015-01,194,4,152,24
2015-02,107,3,83,13
2015-03,119,2,97,22
2015-04,82,1,72,17
2015-05,90,2,98,15
2015-06,256,4,235,36
2015-07,118,3,110,22
2015-08,89,1,93,12
2015-09,57,1,60,11
2015-10,84,3,92,15
2015-11,82,0,80,16
2015-12,122,1,109,18
2016-01,132,2,107,23
2016-02,85,4,79,14
2016-03,123,3,115,16
2016-04,68,2,68,11
2016-05,133,4,117,24
2016-06,161,3,141,22
2016-07,102,2,99,13
2016-08,78,4,76,11
2016-09,56,2,52,10
2016-10,37,1,42,9
2016-11,164,2,144,32
2016-12,65,2,50,11
2017-01,61,3,60,11
2017-02,40,0,35,11
2017-03,41,1,32,11
2017-04,42,1,37,10
2017-05,50,2,35,6
2017-06,99,5,89,21
2017-07,153,5,151,29
2017-08,62,2,52,5
2017-09,35,3,43,8
2017-10,33,1,40,13
2017-11,106,3,94,23
2017-12,65,1,52,10
2018-01,64,1,55,9
2018-02,47,2,26,11
2018-03,77,2,78,25
2018-04,47,3,38,9
2018-05,36,1,53,7
2018-06,61,2,53,13
2018-07,56,2,50,13
2018-08,66,0,50,11
2018-09,75,3,69,17
2018-10,23,1,23,7
2018-11,72,1,62,29
2018-12,33,1,30,9
2019-01,53,2,60,7
2019-02,27,0,30,10
2019-03,32,3,40,12
2019-04,33,2,38,7
2019-05,30,3,43,9
2019-06,108,5,100,50
2019-07,131,6,148,64
2019-08,25,0,41,3
2019-09,22,0,18,3
2019-10,25,1,19,7
2019-11,91,7,91,69
2019-12,91,10,108,67
2020-01,67,4,67,59
2020-02,67,4,88,51
2020-03,61,4,75,44
2020-04,69,5,97,56
2020-05,63,2,58,40
2020-06,68,3,89,35
2020-07,64,3,79,43
2020-08,64,3,67,46
2020-09,45,2,51,30
2020-10,56,6,79,39
2020-11,58,2,68,38
2020-12,58,5,84,37
2021-01,43,4,74,40
2021-02,34,1,54,25
2021-03,43,4,47,24
2021-04,47,3,56,25
2021-05,38,1,62,29
2021-06,77,9,76,35
2021-07,48,2,87,30
2021-08,30,2,53,21
2021-09,29,0,36,18
2021-10,24,1,36,17
2021-11,29,1,50,24
2021-12,38,1,46,21
2022-01,45,1,79,29
2022-02,33,3,49,20
2022-03,37,2,52,20
2022-04,32,4,68,23
2022-05,22,0,45,18
2022-06,34,3,39,15
2022-07,43,3,56,18
2022-08,36,2,60,31
2022-09,25,3,41,12
2022-10,20,1,42,10
2022-11,23,0,36,16
2022-12,22,4,38,16
2023-01,33,4,50,16
2023-02,42,2,37,19
2023-03,33,1,37,21
2023-04,28,0,33,16
2023-05,25,3,17,14
2023-06,24,1,23,14
2023-07,39,2,51,21
2023-08,43,4,65,19
2023-09,32,1,26,10
2023-10,23,1,35,18
2023-11,31,0,31,8
2023-12,21,2,31,17
2024-01,41,0,58,21
2024-02,24,1,22,8
2024-03,13,1,23,15
