date,compound,neg,neu,pos
2016-03,20,2,40,5
2016-04,38,4,56,3
2016-05,10,0,13,1
2016-06,8,1,7,3
2016-07,3,0,6,0
2016-08,6,1,6,3
2016-09,7,0,4,0
2016-10,2,1,5,1
2016-11,5,1,4,0
2016-12,1,1,5,0
2017-01,4,1,4,0
2017-02,1,1,4,1
2017-03,1,0,6,1
2017-04,5,0,8,1
2017-05,5,1,4,0
2017-06,3,1,5,0
2017-07,3,0,5,1
2017-08,2,0,2,0
2017-09,3,0,2,0
2017-10,1,1,3,0
2017-11,0,0,6,0
2017-12,0,1,2,1
2018-01,1,0,0,1
2018-02,2,1,2,0
2018-03,2,0,1,0
2018-04,0,1,5,0
2018-05,0,0,1,0
2018-06,1,0,3,0
2018-07,0,1,2,1
2018-08,4,0,2,0
2018-09,2,0,2,0
2018-10,0,0,2,0
2018-11,2,0,2,0
2018-12,2,0,1,0
2019-02,0,0,3,0
2019-03,1,0,1,0
2019-04,0,0,2,0
2019-05,0,0,2,0
2019-06,1,0,3,1
2019-07,2,0,2,0
2019-08,1,0,0,0
2019-09,0,0,1,0
2019-10,0,0,4,2
2019-11,4,0,8,2
2019-12,1,1,0,1
2020-01,1,0,1,0
2020-02,1,0,0,2
2020-03,2,1,3,1
2020-04,1,0,1,0
2020-05,2,0,0,1
2020-06,0,0,3,1
2020-07,0,0,3,0
2020-08,1,0,1,0
2020-09,0,0,2,0
2020-10,2,0,1,0
2020-11,1,0,1,0
2020-12,1,0,1,0
2021-01,0,0,1,0
2021-02,0,0,1,0
2021-03,1,0,0,0
2021-05,0,0,1,0
2021-07,0,0,1,0
2021-09,0,0,1,0
2021-11,0,1,1,0
2021-12,0,0,1,0
2022-01,0,0,1,0
2022-02,0,0,1,0
2022-03,0,0,1,0
2022-04,0,0,1,0
2022-05,0,0,1,0
2022-06,1,0,1,0
2022-08,0,0,0,1
2022-11,0,0,1,0
2023-01,0,1,1,0
2023-04,0,0,1,0
2023-05,0,0,1,0
2023-06,0,0,1,0
2023-08,0,1,2,0
2023-09,1,0,1,0
2023-11,0,0,1,0
2024-01,0,0,1,0
2024-03,0,0,2,0
