date,compound,neg,neu,pos
2017-02,0,0,1,0
2017-03,1,0,0,0
2017-04,0,0,1,0
2017-05,1,0,2,0
2017-08,0,1,1,0
2018-03,0,0,1,0
2018-04,0,1,0,0
2018-05,0,0,1,0
2018-07,2,0,1,0
2018-08,1,0,2,0
2018-09,1,0,3,0
2018-10,2,0,0,0
2018-11,0,0,3,0
2018-12,4,1,6,1
2019-01,5,1,7,0
2019-02,0,1,3,0
2019-03,2,0,4,0
2019-04,1,1,5,1
2019-05,1,0,6,0
2019-06,7,0,8,0
2019-07,4,1,7,4
2019-08,1,0,4,2
2019-09,3,0,2,1
2019-10,1,0,2,5
2019-11,5,1,6,1
2019-12,1,1,7,1
2020-01,3,0,6,1
2020-02,6,0,6,1
2020-03,4,0,6,2
2020-04,5,4,6,3
2020-05,7,2,12,3
2020-06,4,1,8,2
2020-07,4,0,9,0
2020-08,2,1,14,1
2020-09,2,0,9,0
2020-10,1,0,7,0
2020-11,3,1,7,2
2020-12,1,0,7,0
2021-01,4,0,4,0
2021-02,1,0,4,1
2021-03,0,0,6,1
2021-04,1,0,6,3
2021-05,4,1,6,1
2021-06,0,1,1,0
2021-07,2,2,3,0
2021-08,1,0,6,0
2021-09,3,0,3,0
2021-10,2,1,1,3
2021-11,2,0,1,3
2021-12,3,0,4,1
2022-01,0,1,6,1
2022-02,2,2,5,3
2022-03,1,1,2,1
2022-04,1,0,6,0
2022-05,1,0,2,0
2022-06,3,0,4,2
2022-07,0,1,6,1
2022-08,0,0,3,1
2022-09,2,0,1,2
2022-10,1,2,3,4
2022-11,1,0,6,0
2022-12,1,0,5,1
2023-01,0,0,9,3
2023-02,2,0,5,0
2023-03,2,0,7,0
2023-04,1,0,2,0
2023-05,1,0,1,0
2023-06,0,1,6,1
2023-07,0,0,8,0
2023-08,2,0,5,0
2023-09,1,0,3,0
2023-10,0,0,4,2
2023-11,0,1,2,0
2023-12,0,0,2,0
2024-01,0,0,5,0
2024-02,0,1,1,0
2024-03,1,0,3,0
