date,compound,neg,neu,pos
2015-02,0,0,1,0
2015-03,0,0,3,0
2015-07,0,0,1,0
2015-09,0,0,1,0
2015-10,0,0,1,0
2015-11,0,0,2,1
2015-12,1,0,2,0
2016-01,1,0,1,0
2016-02,1,0,1,0
2016-04,0,0,2,1
2016-05,0,0,3,0
2016-06,0,0,3,0
2016-07,1,0,0,0
2016-08,1,0,3,0
2016-10,1,0,0,0
2016-11,2,0,2,0
2016-12,1,0,4,1
2017-01,2,0,2,1
2017-02,1,0,2,0
2017-03,0,0,2,0
2017-04,1,0,2,0
2017-05,0,0,2,0
2017-06,2,0,5,0
2017-07,3,0,3,0
2017-08,2,0,1,1
2017-09,1,0,0,0
2017-10,2,0,1,1
2017-11,1,0,3,0
2017-12,4,1,5,0
2018-01,0,0,2,1
2018-02,1,0,1,0
2018-03,0,0,2,0
2018-05,0,0,1,0
2018-06,2,0,3,0
2018-07,0,0,2,0
2018-09,1,0,0,0
2018-10,0,1,1,0
2018-11,4,0,1,0
2018-12,1,0,0,0
2019-01,0,0,2,0
2019-02,2,0,2,1
2019-03,0,0,2,0
2019-04,1,0,1,0
2019-05,1,0,0,0
2019-06,3,1,8,4
2019-07,2,0,5,2
2019-08,0,0,2,0
2019-09,2,1,0,0
2019-10,0,0,2,0
2019-11,3,0,7,0
2019-12,4,0,5,3
2020-01,2,0,8,0
2020-02,0,0,7,0
2020-03,0,0,3,6
2020-04,0,0,8,1
2020-05,0,0,3,1
2020-06,1,0,3,2
2020-07,3,0,4,0
2020-08,2,0,7,1
2020-09,2,0,1,0
2020-10,0,0,7,0
2020-11,4,0,6,2
2020-12,7,0,14,2
2021-01,8,0,17,1
2021-02,6,1,13,1
2021-03,3,0,8,3
2021-04,1,0,13,2
2021-05,3,1,11,0
2021-06,8,0,17,2
2021-07,4,1,24,2
2021-08,5,1,7,1
2021-09,6,1,10,1
2021-10,1,1,10,2
2021-11,4,0,12,1
2021-12,16,0,8,6
2022-01,7,0,18,3
2022-02,5,0,5,2
2022-03,5,0,13,2
2022-04,6,0,5,1
2022-05,2,1,14,3
2022-06,10,0,11,7
2022-07,4,0,12,2
2022-08,1,1,13,0
2022-09,7,0,9,1
2022-10,0,0,8,2
2022-11,5,0,12,3
2022-12,2,0,13,0
2023-01,6,0,16,1
2023-02,7,0,32,5
2023-03,5,0,16,1
2023-04,4,0,8,0
2023-05,3,0,7,0
2023-06,3,0,7,2
2023-07,4,0,13,3
2023-08,2,0,7,2
2023-09,2,0,8,0
2023-10,2,0,8,0
2023-11,6,0,14,4
2023-12,2,0,6,1
2024-01,6,0,13,3
2024-02,6,0,12,2
2024-03,5,1,14,1
2024-04,0,0,4,0
