date,compound,neg,neu,pos
2018-11,216,5,266,14
2018-12,311,10,324,28
2019-01,75,0,48,2
2019-02,44,0,32,2
2019-03,28,0,33,0
2019-04,28,0,43,3
2019-05,16,2,21,0
2019-06,60,0,55,16
2019-07,104,2,123,16
2019-08,27,0,36,5
2019-09,11,0,29,1
2019-10,26,2,21,5
2019-11,130,11,125,44
2019-12,66,1,69,32
2020-01,31,0,27,5
2020-02,30,0,19,3
2020-03,28,2,38,12
2020-04,29,1,27,7
2020-05,15,1,27,13
2020-06,22,1,24,8
2020-07,39,1,50,8
2020-08,24,3,57,9
2020-09,31,0,40,6
2020-10,27,1,26,8
2020-11,40,8,68,8
2020-12,46,2,72,6
2021-01,36,3,46,7
2021-02,28,1,35,4
2021-03,10,2,22,3
2021-04,18,2,37,7
2021-05,21,0,32,4
2021-06,15,1,22,2
2021-07,20,3,19,1
2021-08,18,2,56,10
2021-09,19,4,35,6
2021-10,10,0,26,5
2021-11,14,2,23,9
2021-12,11,2,29,3
2022-01,17,4,20,11
2022-02,16,1,28,11
2022-03,13,2,17,2
2022-04,9,2,12,1
2022-05,11,1,17,7
2022-06,15,1,11,1
2022-07,17,2,18,4
2022-08,9,1,16,4
2022-09,11,2,24,1
2022-10,10,0,16,5
2022-11,9,1,15,3
2022-12,21,2,18,3
2023-01,18,0,15,1
2023-02,8,1,17,4
2023-03,6,0,18,2
2023-04,6,1,12,3
2023-05,11,1,14,4
2023-06,8,0,16,3
2023-07,11,3,24,2
2023-08,10,2,14,7
2023-09,5,2,7,1
2023-10,9,1,12,5
2023-11,11,0,19,4
2023-12,12,2,14,5
2024-01,14,1,10,4
2024-02,7,2,15,2
2024-03,12,1,12,1
2024-04,0,0,7,1
