date,compound,neg,neu,pos
2014-01,4,1,7,0
2014-02,79,3,63,8
2014-03,14,0,30,4
2014-04,26,0,23,4
2014-05,14,0,17,3
2014-06,24,1,25,5
2014-07,93,2,105,14
2014-08,22,1,28,1
2014-09,24,0,27,2
2014-10,16,2,14,0
2014-11,35,3,56,4
2014-12,85,6,122,10
2015-01,60,2,77,3
2015-02,28,2,55,2
2015-03,53,3,58,2
2015-04,44,1,36,7
2015-05,68,4,49,2
2015-06,163,9,176,30
2015-07,58,5,66,8
2015-08,40,0,62,12
2015-09,28,0,28,5
2015-10,86,5,103,13
2015-11,62,2,83,10
2015-12,55,9,91,10
2016-01,72,5,114,14
2016-02,50,2,68,3
2016-03,98,16,146,18
2016-04,41,1,53,11
2016-05,113,6,135,27
2016-06,67,4,88,14
2016-07,64,8,83,12
2016-08,31,5,45,8
2016-09,32,1,21,2
2016-10,33,1,42,9
2016-11,73,9,107,30
2016-12,29,3,68,8
2017-01,31,1,53,3
2017-02,15,1,20,4
2017-03,80,10,118,15
2017-04,24,3,31,5
2017-05,12,1,31,1
2017-06,53,3,73,21
2017-07,36,5,36,5
2017-08,52,5,111,15
2017-09,24,1,27,6
2017-10,10,2,36,3
2017-11,31,6,53,15
2017-12,43,3,43,10
2018-01,21,0,26,3
2018-02,13,2,26,4
2018-03,21,4,33,5
2018-04,12,1,22,1
2018-05,17,2,41,8
2018-06,10,3,25,6
2018-07,44,3,79,13
2018-08,11,3,14,2
2018-09,8,0,12,1
2018-10,9,2,15,1
2018-11,46,2,62,14
2018-12,23,4,40,6
2019-01,9,1,13,2
2019-02,9,2,9,4
2019-03,11,0,17,1
2019-04,3,1,13,4
2019-05,11,0,12,3
2019-06,21,0,33,18
2019-07,51,2,71,25
2019-08,22,2,52,4
2019-09,15,0,28,5
2019-10,13,5,21,3
2019-11,63,2,63,28
2019-12,25,6,51,26
2020-01,35,5,40,11
2020-02,22,9,70,7
2020-03,32,10,86,25
2020-04,23,0,55,7
2020-05,23,4,31,5
2020-06,33,5,50,17
2020-07,68,5,130,32
2020-08,50,2,53,11
2020-09,15,1,26,6
2020-10,21,3,40,15
2020-11,39,4,65,28
2020-12,30,1,30,13
2021-01,18,3,38,16
2021-02,20,4,42,16
2021-03,107,12,194,48
2021-04,11,2,53,13
2021-05,27,6,66,23
2021-06,16,5,43,3
2021-07,47,4,101,26
2021-08,25,2,56,9
2021-09,11,2,37,12
2021-10,8,1,15,4
2021-11,17,4,38,19
2021-12,18,1,30,8
2022-01,35,7,79,23
2022-02,74,23,176,51
2022-03,31,11,92,38
2022-04,28,4,54,16
2022-05,19,5,43,16
2022-06,32,15,106,21
2022-07,41,8,103,25
2022-08,16,5,58,15
2022-09,20,5,58,19
2022-10,20,7,98,14
2022-11,25,5,50,14
2022-12,19,3,37,14
2023-01,19,2,41,16
2023-02,22,5,33,15
2023-03,32,7,54,20
2023-04,15,3,38,10
2023-05,6,2,35,2
2023-06,11,3,31,12
2023-07,17,2,26,7
2023-08,22,4,53,14
2023-09,15,2,23,9
2023-10,167,41,639,29
2023-11,37,25,190,10
2023-12,18,4,70,8
2024-01,57,20,189,16
2024-02,21,3,42,8
2024-03,23,4,78,8
2024-04,4,1,14,2
