date,compound,neg,neu,pos
2012-02,77,2,75,9
2012-03,43,1,30,1
2012-04,15,0,14,1
2012-05,49,2,34,4
2012-06,11,1,19,2
2012-07,126,4,127,24
2012-08,65,0,56,11
2012-09,24,1,26,4
2012-10,23,0,16,1
2012-11,30,1,19,2
2012-12,50,0,46,7
2013-01,35,0,39,7
2013-02,24,0,24,1
2013-03,27,1,27,0
2013-04,17,0,17,4
2013-05,57,0,65,7
2013-06,130,4,139,20
2013-07,140,8,154,18
2013-08,40,3,48,4
2013-09,40,3,31,7
2013-10,32,1,37,2
2013-11,72,4,58,7
2013-12,184,6,156,12
2014-01,147,1,130,11
2014-02,105,1,98,8
2014-03,60,0,36,8
2014-04,38,3,43,3
2014-05,54,0,53,1
2014-06,130,2,120,17
2014-07,84,5,64,6
2014-08,37,1,50,5
2014-09,41,2,62,2
2014-10,52,3,43,3
2014-11,42,2,34,5
2014-12,82,4,88,5
2015-01,88,1,72,5
2015-02,48,3,45,5
2015-03,38,1,43,5
2015-04,42,0,42,0
2015-05,46,3,43,1
2015-06,57,2,62,2
2015-07,31,2,34,2
2015-08,28,1,35,1
2015-09,27,0,24,1
2015-10,24,1,25,3
2015-11,43,1,29,1
2015-12,43,0,48,8
2016-01,45,4,39,5
2016-02,29,3,34,3
2016-03,28,0,27,7
2016-04,32,1,36,1
2016-05,27,0,22,4
2016-06,30,1,34,4
2016-07,41,1,29,3
2016-08,29,1,18,3
2016-09,21,0,25,0
2016-10,23,1,23,7
2016-11,105,2,95,19
2016-12,43,3,32,3
2017-01,28,1,21,4
2017-02,18,1,16,2
2017-03,25,1,16,1
2017-04,15,1,20,2
2017-05,211,11,316,33
2017-06,97,3,81,20
2017-07,50,2,59,10
2017-08,26,0,26,7
2017-09,25,2,33,5
2017-10,27,4,37,5
2017-11,85,3,66,24
2017-12,26,2,38,4
2018-01,21,2,25,1
2018-02,13,1,24,4
2018-03,24,1,20,4
2018-04,22,3,15,4
2018-05,13,2,20,2
2018-06,21,1,18,2
2018-07,12,0,24,1
2018-08,19,0,18,2
2018-09,13,2,28,2
2018-10,56,3,55,8
2018-11,104,3,68,19
2018-12,31,0,45,4
2019-01,35,4,42,7
2019-02,23,2,15,7
2019-03,16,0,20,9
2019-04,20,0,27,2
2019-05,21,1,24,3
2019-06,53,1,64,15
2019-07,66,3,59,23
2019-08,19,1,18,6
2019-09,16,0,26,2
2019-10,21,1,16,6
2019-11,62,0,62,7
2019-12,34,2,43,9
2020-01,38,0,38,11
2020-02,28,1,31,5
2020-03,44,0,41,8
2020-04,57,1,59,7
2020-05,183,6,179,44
2020-06,92,3,91,22
2020-07,68,4,63,9
2020-08,64,3,72,16
2020-09,73,2,59,13
2020-10,50,1,58,11
2020-11,59,6,60,17
2020-12,56,3,60,8
2021-01,50,2,77,12
2021-02,51,2,36,10
2021-03,41,3,34,12
2021-04,42,1,43,7
2021-05,43,1,57,9
2021-06,58,1,67,6
2021-07,59,3,71,14
2021-08,45,4,56,11
2021-09,53,4,55,13
2021-10,38,2,60,10
2021-11,29,2,34,12
2021-12,27,2,44,8
2022-01,33,1,36,6
2022-02,29,1,28,6
2022-03,19,1,28,4
2022-04,12,0,28,2
2022-05,17,0,27,9
2022-06,20,1,34,7
2022-07,32,0,54,14
2022-08,39,2,30,5
2022-09,34,0,32,4
2022-10,34,5,35,7
2022-11,40,3,47,7
2022-12,35,4,39,4
2023-01,39,1,55,10
2023-02,21,0,38,5
2023-03,18,4,28,3
2023-04,26,1,28,5
2023-05,36,2,41,13
2023-06,44,5,70,17
2023-07,48,6,63,16
2023-08,39,1,53,11
2023-09,44,1,51,8
2023-10,101,12,156,31
2023-11,197,21,312,62
2023-12,139,10,216,30
2024-01,110,6,174,37
2024-02,61,7,107,15
2024-03,45,2,81,14
