date,compound,neg,neu,pos
2017-05,107,7,223,23
2017-06,65,2,73,12
2017-07,23,1,37,6
2017-08,13,1,19,2
2017-09,9,1,12,4
2017-10,6,1,9,1
2017-11,45,1,74,17
2017-12,9,2,30,3
2018-01,15,1,19,5
2018-02,4,1,15,4
2018-03,9,1,11,1
2018-04,4,0,9,2
2018-05,8,0,17,1
2018-06,8,0,14,4
2018-07,12,0,11,4
2018-08,2,1,10,0
2018-09,4,1,8,1
2018-10,3,0,3,2
2018-11,13,0,27,5
2018-12,7,1,10,3
2019-01,7,1,6,0
2019-02,2,2,7,2
2019-03,1,0,5,2
2019-04,5,0,9,0
2019-05,3,0,9,0
2019-06,12,0,17,4
2019-07,5,1,20,10
2019-08,5,0,2,1
2019-09,1,0,8,2
2019-10,4,1,11,1
2019-11,5,0,13,6
2019-12,8,2,16,2
2020-01,4,0,15,5
2020-02,3,0,6,4
2020-03,6,0,14,1
2020-04,5,2,10,2
2020-05,3,2,16,5
2020-06,10,0,21,1
2020-07,17,3,35,9
2020-08,4,1,21,6
2020-09,4,1,12,4
2020-10,6,1,12,1
2020-11,10,1,24,7
2020-12,13,0,25,8
2021-01,15,0,41,4
2021-02,10,3,32,9
2021-03,8,0,23,7
2021-04,7,2,19,6
2021-05,13,2,23,3
2021-06,8,0,18,6
2021-07,4,2,23,4
2021-08,5,1,9,2
2021-09,2,0,11,1
2021-10,2,0,5,3
2021-11,9,1,22,1
2021-12,6,0,20,0
2022-01,7,1,15,7
2022-02,4,2,5,1
2022-03,3,1,16,2
2022-04,4,0,4,1
2022-05,5,1,6,1
2022-06,4,1,11,0
2022-07,4,1,15,4
2022-08,2,0,9,2
2022-09,2,0,10,0
2022-10,1,0,3,1
2022-11,2,1,12,2
2022-12,5,0,10,1
2023-01,3,0,9,0
2023-02,1,0,8,0
2023-03,0,0,8,1
2023-04,2,0,4,1
2023-05,3,0,5,2
2023-06,1,1,4,2
2023-07,2,2,11,2
2023-08,4,0,7,1
2023-09,2,1,9,1
2023-10,3,0,11,2
2023-11,4,0,8,3
2023-12,0,0,5,1
2024-01,3,0,7,0
2024-02,3,0,6,1
2024-03,2,0,3,1
2024-04,2,0,2,0
