date,compound,neg,neu,pos
2018-09,12,1,13,0
2018-10,78,4,97,9
2018-11,19,3,14,3
2018-12,6,0,17,0
2019-01,27,5,33,3
2019-02,11,3,21,10
2019-03,24,1,17,3
2019-04,6,2,8,4
2019-05,10,1,10,2
2019-06,22,2,45,9
2019-07,28,7,45,9
2019-08,7,0,10,2
2019-09,6,1,7,1
2019-10,8,3,15,3
2019-11,22,4,32,15
2019-12,18,3,27,4
2020-01,15,4,20,3
2020-02,14,6,19,8
2020-03,15,0,22,5
2020-04,26,6,27,5
2020-05,23,8,38,10
2020-06,19,5,34,6
2020-07,29,6,32,12
2020-08,9,2,28,9
2020-09,17,2,30,8
2020-10,22,9,34,12
2020-11,21,5,35,16
2020-12,13,4,31,11
2021-01,27,8,45,11
2021-02,17,3,27,14
2021-03,14,6,34,11
2021-04,12,8,37,6
2021-05,12,6,25,7
2021-06,20,4,22,7
2021-07,20,3,35,12
2021-08,32,8,83,25
2021-09,44,7,89,36
2021-10,149,19,310,85
2021-11,53,10,95,38
2021-12,45,15,72,26
2022-01,43,6,65,19
2022-02,28,10,50,16
2022-03,28,9,55,12
2022-04,20,6,49,15
2022-05,28,10,44,19
2022-06,28,12,50,19
2022-07,28,7,53,11
2022-08,28,8,57,17
2022-09,19,7,45,11
2022-10,23,5,45,7
2022-11,24,4,43,9
2022-12,24,1,50,24
2023-01,23,5,51,16
2023-02,25,8,37,15
2023-03,26,5,54,15
2023-04,28,8,64,25
2023-05,11,7,53,19
2023-06,24,13,48,14
2023-07,35,11,61,31
2023-08,26,8,46,15
2023-09,19,3,30,20
2023-10,26,3,56,17
2023-11,17,1,38,11
2023-12,24,6,57,14
2024-01,22,4,48,19
2024-02,20,7,28,9
2024-03,28,4,43,13
2024-04,4,2,6,4
