date,compound,neg,neu,pos
2016-08,39,0,29,1
2016-09,25,0,22,1
2016-10,10,1,13,0
2016-11,7,0,5,0
2016-12,19,0,21,4
2017-01,18,1,19,1
2017-02,6,0,5,0
2017-03,5,0,6,0
2017-04,5,0,10,0
2017-05,2,0,5,0
2017-06,1,0,3,0
2017-07,121,7,168,18
2017-08,246,15,284,24
2017-09,147,12,168,37
2017-10,101,9,186,21
2017-11,122,13,159,21
2017-12,74,5,118,17
2018-01,70,7,84,17
2018-02,81,5,114,11
2018-03,74,5,108,16
2018-04,59,4,89,7
2018-05,57,4,82,17
2018-06,51,6,90,14
2018-07,58,3,93,13
2018-08,57,1,122,5
2018-09,42,2,72,9
2018-10,39,3,75,10
2018-11,104,4,117,38
2018-12,34,3,71,16
2019-01,74,7,101,16
2019-02,48,3,58,15
2019-03,40,6,61,8
2019-04,32,4,58,15
2019-05,34,4,47,15
2019-06,78,5,119,35
2019-07,107,9,144,51
2019-08,34,1,58,11
2019-09,26,2,46,6
2019-10,42,3,72,14
2019-11,220,23,262,132
2019-12,150,11,212,95
2020-01,200,20,262,121
2020-02,137,11,196,86
2020-03,144,18,218,98
2020-04,136,18,203,110
2020-05,134,5,165,65
2020-06,89,16,147,49
2020-07,67,8,136,56
2020-08,81,10,147,58
2020-09,71,9,113,60
2020-10,71,9,127,39
2020-11,65,8,128,63
2020-12,67,12,117,50
2021-01,76,4,138,53
2021-02,75,14,145,54
2021-03,65,5,139,56
2021-04,69,11,120,57
2021-05,78,9,134,51
2021-06,61,12,92,32
2021-07,42,17,126,40
2021-08,61,12,88,40
2021-09,49,11,86,41
2021-10,47,10,70,25
2021-11,51,6,77,41
2021-12,48,12,95,37
2022-01,49,12,103,34
2022-02,33,16,71,32
2022-03,51,12,91,29
2022-04,39,3,81,34
2022-05,35,7,82,31
2022-06,39,10,86,35
2022-07,40,7,92,26
2022-08,50,5,92,24
2022-09,29,5,83,28
2022-10,39,6,87,23
2022-11,49,7,115,28
2022-12,42,7,98,33
2023-01,41,8,97,34
2023-02,54,10,112,34
2023-03,47,6,129,33
2023-04,39,4,102,17
2023-05,46,11,97,28
2023-06,53,9,81,46
2023-07,43,8,102,28
2023-08,80,10,253,35
2023-09,35,11,100,22
2023-10,45,9,113,43
2023-11,46,5,110,37
2023-12,48,7,98,27
2024-01,42,8,79,28
2024-02,44,5,66,27
2024-03,34,6,77,22
2024-04,9,5,20,5
