date,compound,neg,neu,pos
2017-03,32,0,26,0
2017-04,23,0,23,2
2017-05,0,0,2,0
2017-06,3,0,3,0
2017-07,4,0,3,0
2017-08,1,0,2,1
2017-10,5,0,2,0
2017-11,0,0,1,1
2017-12,1,0,3,0
2018-01,2,0,0,0
2018-02,0,0,1,0
2018-05,0,0,2,0
2018-06,1,0,0,0
2018-07,0,0,2,0
2018-08,1,0,0,0
2018-09,1,0,1,0
2018-10,1,0,0,0
2018-11,0,0,0,1
2019-05,0,0,1,0
2019-07,0,0,2,0
2019-11,1,0,2,0
2019-12,2,0,1,0
2020-03,2,1,2,1
2020-04,1,0,0,0
2020-05,1,0,0,0
2020-06,0,0,1,0
2020-07,1,0,1,0
2020-08,0,0,1,1
2020-09,0,0,1,0
2020-11,0,0,1,0
2020-12,0,0,1,0
2021-03,1,1,0,0
2021-05,1,0,0,0
2021-07,0,1,0,0
2021-08,1,0,0,0
2021-11,0,0,2,0
2022-01,0,0,1,0
2022-02,0,0,1,0
2022-03,0,0,1,0
2022-05,0,0,0,1
2022-07,0,0,2,0
2022-08,1,0,0,0
2022-09,1,0,0,0
2022-10,0,0,2,0
2023-02,0,0,1,0
2023-05,1,0,0,0
2023-06,0,0,1,0
2023-07,1,0,1,0
2023-09,1,0,0,0
2023-10,1,0,0,0
2023-12,1,0,2,1
2024-01,1,0,1,0
2024-03,0,0,2,0
