date,compound,neg,neu,pos
2010-11,13,1,14,0
2010-12,11,0,10,0
2011-01,11,0,12,1
2011-02,6,1,4,0
2011-03,5,0,10,0
2011-04,6,0,3,0
2011-05,3,1,4,1
2011-06,5,0,7,1
2011-07,19,0,38,6
2011-08,8,1,6,2
2011-09,2,0,3,0
2011-10,5,0,8,2
2011-11,13,0,9,0
2011-12,42,1,40,5
2012-01,12,0,6,2
2012-02,5,2,8,1
2012-03,2,0,9,1
2012-04,1,0,10,0
2012-05,6,0,4,0
2012-06,4,0,15,1
2012-07,35,1,49,5
2012-08,9,0,16,1
2012-09,11,1,7,0
2012-10,5,0,6,0
2012-11,10,1,5,0
2012-12,7,0,17,1
2013-01,11,0,9,2
2013-02,7,0,9,0
2013-03,4,1,9,0
2013-04,2,0,4,0
2013-05,9,1,12,2
2013-06,6,0,11,1
2013-07,13,1,22,3
2013-08,8,0,14,1
2013-09,4,1,6,1
2013-10,5,0,8,3
2013-11,18,2,17,0
2013-12,17,0,38,2
2014-01,11,0,27,5
2014-02,20,3,43,8
2014-03,14,5,24,2
2014-04,10,0,9,1
2014-05,16,0,17,2
2014-06,22,1,38,2
2014-07,8,0,22,4
2014-08,8,2,23,0
2014-09,14,0,14,3
2014-10,23,1,41,3
2014-11,22,3,32,4
2014-12,17,1,42,1
2015-01,24,4,31,2
2015-02,19,1,30,2
2015-03,13,3,15,0
2015-04,4,0,28,3
2015-05,23,0,28,0
2015-06,20,3,47,2
2015-07,18,0,34,1
2015-08,12,0,22,2
2015-09,10,0,19,2
2015-10,15,1,26,2
2015-11,10,2,30,1
2015-12,15,2,34,3
2016-01,12,3,27,0
2016-02,14,2,19,0
2016-03,14,0,23,0
2016-04,12,0,35,2
2016-05,24,0,27,2
2016-06,21,0,37,2
2016-07,15,0,45,6
2016-08,11,0,25,1
2016-09,11,0,25,1
2016-10,18,2,13,0
2016-11,67,2,104,7
2016-12,18,1,30,1
2017-01,14,1,37,1
2017-02,14,0,31,3
2017-03,14,0,28,2
2017-04,23,1,39,1
2017-05,19,0,30,8
2017-06,28,2,52,7
2017-07,30,2,48,12
2017-08,24,1,29,1
2017-09,14,1,23,0
2017-10,27,1,39,5
2017-11,70,3,120,12
2017-12,26,1,43,5
2018-01,26,0,49,3
2018-02,19,2,33,4
2018-03,11,0,34,6
2018-04,19,0,23,6
2018-05,10,1,32,5
2018-06,15,1,27,7
2018-07,25,2,34,1
2018-08,11,2,24,3
2018-09,20,0,24,2
2018-10,14,0,18,1
2018-11,52,1,80,18
2018-12,12,1,24,4
2019-01,11,0,31,4
2019-02,19,0,28,5
2019-03,10,2,19,1
2019-04,8,0,20,2
2019-05,9,0,22,2
2019-06,39,3,87,25
2019-07,39,6,81,15
2019-08,12,2,21,3
2019-09,11,2,25,3
2019-10,14,1,22,0
2019-11,30,0,75,23
2019-12,25,5,55,14
2020-01,30,5,65,31
2020-02,24,0,42,11
2020-03,19,0,48,17
2020-04,30,2,58,8
2020-05,30,1,42,12
2020-06,28,1,44,6
2020-07,31,2,63,20
2020-08,31,2,57,17
2020-09,21,1,42,11
2020-10,18,2,40,13
2020-11,27,0,49,13
2020-12,35,3,61,17
2021-01,37,2,61,18
2021-02,32,3,57,12
2021-03,22,1,47,15
2021-04,31,3,55,15
2021-05,32,2,44,15
2021-06,37,2,68,17
2021-07,38,3,55,28
2021-08,24,0,42,20
2021-09,22,2,37,7
2021-10,11,2,39,11
2021-11,40,3,52,13
2021-12,28,0,44,18
2022-01,30,1,48,13
2022-02,21,1,52,11
2022-03,42,4,59,20
2022-04,58,5,89,26
2022-05,35,6,45,15
2022-06,23,2,54,9
2022-07,34,4,48,15
2022-08,32,1,37,20
2022-09,22,4,45,11
2022-10,25,4,59,12
2022-11,27,1,34,14
2022-12,26,6,63,13
2023-01,31,7,68,15
2023-02,19,4,47,10
2023-03,19,3,47,9
2023-04,23,1,46,10
2023-05,29,3,31,12
2023-06,18,2,35,12
2023-07,22,3,46,9
2023-08,31,3,49,18
2023-09,21,4,33,10
2023-10,13,2,41,9
2023-11,24,2,55,10
2023-12,29,2,46,16
2024-01,36,5,79,16
2024-02,24,2,40,11
2024-03,20,1,32,11
