date,compound,neg,neu,pos
2016-09,13,0,6,0
2016-10,10,0,5,1
2016-11,4,0,0,0
2016-12,7,0,3,0
2017-01,15,0,1,1
2017-02,11,0,4,2
2017-03,11,0,3,0
2017-04,5,0,3,0
2017-05,5,0,3,2
2017-06,9,0,3,0
2017-07,4,0,1,1
2017-08,2,0,3,2
2017-09,1,0,1,0
2017-10,2,0,1,0
2017-11,1,0,4,1
2017-12,4,1,0,0
2018-01,0,0,3,0
2018-02,2,0,0,0
2018-03,1,0,3,0
2018-04,6,0,2,0
2018-05,6,0,2,0
2018-06,3,0,2,0
2018-07,1,0,0,0
2018-08,2,1,2,0
2018-09,9,0,3,0
2018-10,0,0,3,0
2018-11,4,0,2,0
2018-12,3,0,3,0
2019-01,1,0,3,0
2019-02,4,0,0,0
2019-03,0,0,5,0
2019-04,0,0,2,0
2019-05,0,0,1,0
2019-06,2,0,1,1
2019-07,4,0,2,1
2019-09,2,1,2,0
2019-10,2,0,3,0
2019-11,2,0,5,1
2019-12,3,0,4,3
2020-01,2,0,2,2
2020-02,2,0,3,1
2020-03,2,0,1,1
2020-04,2,0,2,2
2020-05,3,0,8,1
2020-06,0,0,1,3
2020-07,3,0,3,1
2020-08,1,0,2,1
2020-09,3,0,5,1
2020-10,7,0,5,4
2020-11,6,2,5,1
2020-12,5,0,4,3
2021-01,4,0,8,1
2021-02,5,0,5,4
2021-03,7,1,6,2
2021-04,4,2,2,5
2021-05,0,1,4,2
2021-06,2,0,4,4
2021-07,4,1,4,2
2021-08,2,1,3,1
2021-09,5,0,6,1
2021-10,2,0,6,1
2021-11,0,0,2,2
2021-12,4,0,1,3
2022-01,2,1,7,1
2022-02,3,0,2,1
2022-03,3,1,2,0
2022-04,3,0,2,2
2022-05,3,0,2,3
2022-06,3,0,2,0
2022-07,0,1,3,2
2022-08,0,0,7,2
2022-09,0,0,3,1
2022-10,1,0,3,1
2022-11,2,0,2,0
2022-12,3,0,3,1
2023-01,0,0,4,0
2023-02,1,0,0,0
2023-03,4,1,3,0
2023-04,2,1,1,1
2023-05,2,1,2,1
2023-06,0,0,1,2
2023-07,4,0,1,2
2023-08,1,0,0,1
2023-09,1,1,1,2
2023-10,2,0,1,0
2023-11,2,0,0,0
2023-12,1,0,5,0
2024-01,0,0,1,0
2024-02,1,0,2,0
2024-03,1,0,1,1
2024-04,0,0,2,1
