date,compound,neg,neu,pos
2020-04,31,1,12,7
2020-05,43,6,56,18
2020-06,22,3,25,7
2020-07,10,2,19,10
2020-08,17,2,19,11
2020-09,7,1,7,6
2020-10,4,0,4,1
2020-11,24,2,36,16
2020-12,5,0,8,5
2021-01,6,0,8,1
2021-02,2,0,1,2
2021-03,2,1,5,0
2021-04,1,0,3,0
2021-05,3,1,5,5
2021-06,6,0,6,1
2021-07,1,0,2,1
2021-08,2,0,1,1
2021-09,1,0,6,0
2021-10,0,0,1,0
2021-11,0,0,4,1
2021-12,0,1,3,1
2022-01,1,1,4,1
2022-02,6,0,2,1
2022-03,2,0,3,1
2022-04,1,0,3,0
2022-05,1,1,3,0
2022-08,1,0,1,2
2022-09,1,0,1,0
2022-10,1,0,0,2
2022-11,1,0,0,0
2022-12,0,0,1,0
2023-01,1,0,1,1
2023-02,1,0,0,0
2023-03,1,1,0,0
2023-04,1,0,0,1
2023-05,1,0,1,1
2023-07,1,0,1,0
2023-08,0,0,0,1
2023-09,0,0,1,1
2023-11,1,0,3,0
2024-01,1,0,0,0
2024-02,0,0,1,1
