date,compound,neg,neu,pos
2017-06,11,3,27,3
2017-07,4,2,7,0
2017-08,4,2,1,0
2017-09,2,0,1,2
2017-10,2,0,1,0
2017-11,0,0,4,1
2017-12,3,0,2,0
2018-01,0,0,3,0
2018-02,1,0,0,0
2018-03,2,0,1,0
2018-04,0,0,1,0
2018-06,0,0,3,0
2018-07,0,0,1,0
2018-08,0,0,0,1
2018-09,1,0,1,0
2018-11,0,0,1,0
2018-12,0,0,2,0
2019-01,0,0,3,0
2019-04,1,0,1,0
2019-05,0,0,1,1
2019-06,0,0,0,1
2019-07,2,0,1,0
2019-08,1,0,0,0
2019-10,1,0,0,0
2019-11,0,1,0,0
2020-01,1,0,4,0
2020-02,0,0,1,0
2020-03,0,0,2,0
2020-04,1,0,0,0
2020-05,0,0,1,1
2020-06,0,1,1,0
2020-07,0,0,0,1
2020-09,1,0,0,0
2020-11,0,0,1,0
2021-01,1,0,3,0
2021-03,2,0,1,0
2021-04,1,0,1,0
2021-06,0,0,1,0
2021-07,0,0,2,0
2021-08,1,0,2,0
2021-09,0,1,0,0
2021-10,1,0,2,0
2021-12,0,0,1,0
2022-01,0,1,2,1
2022-02,1,0,0,0
2022-03,1,0,0,1
2022-04,0,0,1,0
2022-06,0,0,3,0
2022-07,1,1,3,0
2022-08,0,0,1,1
2022-09,0,0,1,0
2022-11,1,0,4,0
2023-01,0,0,1,0
2023-02,0,0,1,1
2023-03,1,0,0,0
2023-04,0,0,1,1
2023-05,1,0,1,0
2023-06,0,0,1,0
2023-07,1,0,2,1
2023-08,0,0,1,1
2023-11,0,1,2,0
2023-12,1,1,4,0
2024-01,1,0,2,0
2024-02,0,0,2,0
2024-03,0,0,4,0
