date,compound,neg,neu,pos
2021-12,4,13,77,5
2022-01,2,3,15,0
2022-02,1,2,3,0
2022-03,2,0,8,0
2022-04,0,1,5,0
2022-05,1,0,3,0
2022-06,0,0,1,0
2022-07,1,0,2,0
2022-08,1,0,1,1
2022-09,0,0,1,1
2022-10,0,2,1,0
2022-11,1,0,1,1
2022-12,0,1,3,0
2023-01,0,1,7,0
2023-02,0,0,7,0
2023-03,0,1,5,1
2023-04,0,0,3,1
2023-05,0,1,6,0
2023-06,2,0,2,1
2023-07,0,0,1,0
2023-08,3,1,21,2
2023-09,0,1,11,1
2023-10,0,1,17,1
2023-11,1,1,6,1
2023-12,1,0,9,0
2024-01,4,1,6,0
2024-02,0,0,4,0
2024-03,0,0,4,0
