date,compound,neg,neu,pos
2010-12,14,0,8,2
2011-01,22,1,35,3
2011-02,29,1,34,2
2011-03,20,2,19,0
2011-04,9,0,8,0
2011-05,3,0,4,0
2011-06,11,0,8,0
2011-07,55,2,48,6
2011-08,4,0,8,2
2011-09,2,0,6,0
2011-10,6,1,4,0
2011-11,4,0,2,0
2011-12,14,1,24,2
2012-01,0,0,5,2
2012-02,1,0,0,0
2012-03,1,0,1,0
2012-04,1,0,1,1
2012-05,3,0,2,1
2012-06,1,0,0,0
2012-07,1,0,3,0
2012-08,1,0,1,0
2012-09,1,0,0,0
2012-11,0,0,1,0
2012-12,1,1,1,0
2013-02,0,0,2,0
2013-03,0,0,3,0
2013-04,0,0,1,0
2013-05,1,0,0,0
2013-06,1,0,0,0
2013-07,1,0,2,0
2013-08,1,0,1,0
2013-09,0,0,1,0
2013-11,1,1,3,0
2013-12,4,1,4,0
2014-01,0,0,4,1
2014-02,2,2,4,0
2014-03,1,2,4,0
2014-04,3,0,3,0
2014-05,0,1,1,1
2014-06,1,1,4,0
2014-07,0,0,3,2
2014-08,1,0,2,1
2014-09,0,0,5,0
2014-10,3,2,2,0
2014-11,3,0,8,1
2014-12,3,0,5,0
2015-01,3,0,2,0
2015-02,2,0,2,0
2015-03,2,0,2,0
2015-04,2,0,2,0
2015-05,1,0,4,0
2015-06,1,0,6,0
2015-07,1,0,4,0
2015-08,0,0,4,0
2015-10,2,0,2,0
2015-11,2,0,3,0
2015-12,2,0,2,0
2016-01,2,0,4,1
2016-02,0,0,3,1
2016-03,2,0,4,0
2016-04,1,0,1,0
2016-05,0,0,2,1
2016-06,3,0,2,0
2016-07,1,0,3,0
2016-08,1,0,5,0
2016-09,1,0,1,0
2016-10,1,0,1,0
2016-11,1,0,4,0
2016-12,0,1,0,0
2017-01,0,0,2,0
2017-02,0,0,2,0
2017-03,0,0,1,0
2017-04,0,0,2,0
2017-05,0,0,2,0
2017-06,0,0,2,0
2017-07,3,0,7,0
2017-08,1,0,1,0
2017-09,0,1,3,0
2017-10,2,1,2,0
2017-11,0,1,2,0
2017-12,3,0,1,0
2018-01,2,1,1,0
2018-02,0,0,1,0
2018-03,1,0,4,0
2018-04,1,0,2,0
2018-05,2,1,3,0
2018-06,0,0,1,0
2018-07,2,0,2,1
2018-08,1,0,0,0
2018-11,2,0,2,0
2018-12,2,0,2,0
2019-01,1,0,4,0
2019-02,1,2,1,0
2019-03,0,0,1,0
2019-04,3,0,0,0
2019-05,0,0,2,0
2019-06,3,1,3,1
2019-07,2,2,7,1
2019-08,0,0,1,0
2019-09,0,0,1,0
2019-10,2,0,0,0
2019-11,1,1,1,0
2019-12,0,2,2,0
2020-01,2,0,0,0
2020-02,0,0,2,0
2020-03,1,0,1,2
2020-04,1,0,0,0
2020-05,2,0,2,1
2020-06,2,0,0,1
2020-07,2,0,1,1
2020-08,0,0,1,0
2020-10,3,0,1,0
2020-11,1,1,1,0
2020-12,1,0,2,0
2021-01,1,0,0,0
2021-03,1,1,2,0
2021-04,2,1,0,0
2021-05,0,1,0,0
2021-06,1,0,2,0
2021-07,1,1,2,0
2021-08,0,1,2,0
2021-09,1,0,4,0
2022-01,0,2,4,0
2022-02,2,0,0,0
2022-03,1,0,0,1
2022-04,0,1,2,0
2022-05,0,0,1,0
2022-06,1,0,0,0
2022-07,1,0,0,0
2022-08,0,0,1,0
2022-09,1,0,1,0
2022-10,0,0,1,0
2022-12,0,0,1,0
2023-01,1,0,1,0
2023-03,0,0,2,1
2023-04,0,0,1,0
2023-06,2,0,2,0
2023-07,0,1,1,0
2023-08,1,0,3,0
2023-09,1,0,1,0
2023-10,0,0,2,0
2023-12,1,0,3,0
2024-01,0,0,2,0
2024-02,1,0,0,2
2024-03,1,0,0,0
