date,compound,neg,neu,pos
2013-10,148,5,153,42
2013-11,238,10,263,53
2013-12,330,9,322,86
2014-01,381,11,413,103
2014-02,450,5,482,127
2014-03,515,20,477,142
2014-04,989,29,929,254
2014-05,733,26,701,171
2014-06,836,19,748,173
2014-07,652,22,653,131
2014-08,526,19,503,135
2014-09,291,4,272,62
2014-10,727,20,778,160
2014-11,270,10,252,49
2014-12,474,12,467,105
2015-01,473,18,481,90
2015-02,569,29,604,130
2015-03,300,8,255,64
2015-04,290,10,285,55
2015-05,222,11,228,54
2015-06,254,17,280,57
2015-07,216,6,200,43
2015-08,192,9,181,53
2015-09,147,5,181,36
2015-10,194,7,230,45
2015-11,619,39,826,112
2015-12,289,19,382,71
2016-01,266,18,314,47
2016-02,190,3,208,42
2016-03,185,5,209,34
2016-04,281,21,404,72
2016-05,167,6,208,31
2016-06,208,17,243,39
2016-07,179,8,249,36
2016-08,210,14,361,38
2016-09,115,7,165,24
2016-10,121,2,186,23
2016-11,317,5,348,55
2016-12,301,16,328,46
2017-01,181,8,244,34
2017-02,111,4,186,24
2017-03,104,3,130,20
2017-04,114,9,161,19
2017-05,81,5,105,16
2017-06,118,5,163,24
2017-07,130,5,147,23
2017-08,115,4,157,20
2017-09,104,9,149,15
2017-10,87,3,100,16
2017-11,223,4,232,28
2017-12,129,15,150,19
2018-01,97,4,130,23
2018-02,126,5,135,25
2018-03,92,6,104,15
2018-04,82,2,91,16
2018-05,69,2,82,12
2018-06,74,4,104,13
2018-07,99,5,154,22
2018-08,83,5,107,16
2018-09,46,2,70,6
2018-10,64,1,58,15
2018-11,302,6,212,54
2018-12,91,4,102,17
2019-01,92,5,86,13
2019-02,103,4,120,18
2019-03,335,22,375,61
2019-04,159,8,159,21
2019-05,72,0,90,14
2019-06,335,13,339,123
2019-07,449,15,394,187
2019-08,80,5,96,16
2019-09,92,2,119,15
2019-10,199,11,224,63
2019-11,1246,51,1169,570
2019-12,636,26,630,306
2020-01,590,34,722,321
2020-02,334,20,393,174
2020-03,462,22,513,207
2020-04,455,20,531,217
2020-05,342,17,382,152
2020-06,346,17,422,182
2020-07,274,17,351,155
2020-08,249,19,324,143
2020-09,198,16,240,118
2020-10,263,19,322,138
2020-11,413,20,438,169
2020-12,326,20,389,142
2021-01,295,21,374,168
2021-02,320,30,439,194
2021-03,237,9,303,132
2021-04,232,16,315,113
2021-05,167,16,249,97
2021-06,131,8,222,82
2021-07,191,14,298,90
2021-08,188,15,266,117
2021-09,127,15,214,67
2021-10,147,11,197,90
2021-11,192,7,264,81
2021-12,177,20,248,96
2022-01,203,18,314,129
2022-02,257,19,371,141
2022-04,178,10,281,92
2022-05,186,12,272,79
2022-06,141,12,220,78
2022-07,130,16,248,75
2022-08,151,11,203,63
2022-09,127,4,166,47
2022-10,131,6,160,72
2022-11,186,8,289,121
2022-12,131,4,257,95
2023-01,168,10,255,88
2023-02,131,5,207,63
2023-03,114,9,195,67
2023-04,154,11,273,77
2023-05,105,8,184,73
2023-06,116,9,186,70
2023-07,124,14,290,89
2023-08,113,7,180,59
2023-09,130,15,201,61
2023-10,147,15,268,81
2023-11,198,9,326,98
2023-12,120,14,164,64
2024-01,128,18,207,61
2024-02,94,5,183,59
2024-03,59,6,99,40
