date,compound,neg,neu,pos
2015-06,10,0,0,0
2015-07,7,0,2,0
2015-08,14,0,5,0
2015-09,11,0,2,0
2015-10,16,0,7,0
2015-11,5,0,4,1
2015-12,24,0,10,2
2016-01,7,0,5,1
2016-02,16,0,3,1
2016-03,6,0,3,0
2016-04,15,0,6,2
2016-05,9,0,5,0
2016-06,16,0,6,1
2016-07,9,0,4,2
2016-08,22,0,6,0
2016-09,4,0,0,0
2016-10,13,0,7,0
2016-11,4,0,2,1
2016-12,10,1,1,0
2017-01,5,0,3,1
2017-02,7,0,1,2
2017-03,4,0,3,0
2017-04,0,0,5,0
2017-05,3,0,4,0
2017-06,5,0,4,0
2017-07,8,0,8,0
2017-08,6,0,3,1
2017-09,3,0,1,2
2017-10,10,0,3,1
2017-11,17,0,9,1
2017-12,5,0,5,0
2018-01,3,0,2,0
2018-02,9,0,4,1
2018-03,1,0,1,0
2018-04,15,1,6,0
2018-05,7,0,0,0
2018-06,70,1,29,8
2018-07,19,0,15,2
2018-08,12,0,8,2
2018-09,5,0,1,2
2018-10,3,0,3,3
2018-11,11,0,3,0
2018-12,3,0,4,2
2019-01,3,0,2,0
2019-02,2,0,2,0
2019-03,1,0,1,0
2019-04,3,0,2,0
2019-05,4,0,0,0
2019-06,25,0,17,3
2019-07,15,1,11,2
2019-08,5,0,2,0
2019-09,5,0,0,0
2019-10,13,0,2,1
2019-11,14,0,4,1
2019-12,7,0,1,0
2020-01,10,0,2,1
2020-02,5,1,7,1
2020-03,8,0,4,0
2020-04,8,0,3,2
2020-05,8,1,2,0
2020-06,6,0,3,0
2020-07,7,0,8,0
2020-08,6,0,10,2
2020-09,7,0,1,0
2020-10,3,0,5,1
2020-11,36,0,10,4
2020-12,5,0,5,0
2021-01,6,0,6,0
2021-02,2,0,1,1
2021-03,3,0,4,1
2021-04,3,0,5,1
2021-05,3,1,1,0
2021-06,4,0,2,1
2021-07,7,0,2,0
2021-08,4,0,1,2
2021-09,4,0,7,0
2021-10,3,0,2,0
2021-11,16,2,25,4
2021-12,10,0,8,1
2022-01,6,0,2,0
2022-02,0,0,2,1
2022-03,1,0,0,0
2022-04,2,0,4,0
2022-05,0,1,0,0
2022-06,1,0,4,1
2022-07,6,0,1,0
2022-08,5,0,2,1
2022-09,2,0,3,0
2022-10,3,0,3,0
2022-11,7,1,4,0
2022-12,13,0,17,4
2023-01,7,0,6,0
2023-02,4,0,2,0
2023-03,2,0,5,1
2023-04,2,0,4,0
2023-05,3,1,4,0
2023-06,2,1,4,0
2023-07,1,0,6,0
2023-08,2,0,2,0
2023-09,5,0,0,1
2023-10,1,0,3,0
2023-11,7,0,8,2
2023-12,6,0,7,2
2024-01,5,0,3,0
2024-02,3,0,4,0
2024-03,3,0,1,0
2024-04,1,0,0,0
