date,compound,neg,neu,pos
2013-01,10,1,12,1
2013-02,4,1,11,0
2013-03,6,1,4,0
2013-04,4,0,8,1
2013-05,4,0,2,0
2013-06,2,0,3,0
2013-07,27,0,43,3
2013-08,3,0,5,2
2013-09,4,0,5,0
2013-10,11,0,10,2
2013-11,41,1,40,1
2013-12,95,3,63,6
2014-01,43,0,29,3
2014-02,16,1,26,3
2014-03,17,0,18,3
2014-04,16,0,7,0
2014-05,14,1,14,0
2014-06,54,0,35,6
2014-07,36,0,23,2
2014-08,11,0,14,1
2014-09,18,1,13,3
2014-10,19,0,16,0
2014-11,18,0,15,0
2014-12,29,0,22,3
2015-01,20,0,15,0
2015-02,16,1,12,1
2015-03,14,0,12,1
2015-04,18,0,11,1
2015-05,8,0,10,1
2015-06,13,0,15,2
2015-07,17,0,10,1
2015-08,11,1,7,0
2015-09,18,0,10,0
2015-10,6,1,12,1
2015-11,15,0,11,1
2015-12,11,2,15,1
2016-01,13,0,13,2
2016-02,15,1,6,1
2016-03,24,1,13,1
2016-04,107,4,134,4
2016-05,29,0,25,2
2016-06,23,0,20,1
2016-07,13,0,11,3
2016-08,10,0,6,0
2016-09,11,0,12,0
2016-10,7,0,8,1
2016-11,88,0,79,11
2016-12,19,0,17,0
2017-01,24,0,20,0
2017-02,15,0,5,0
2017-03,10,1,12,2
2017-04,11,0,11,1
2017-05,9,0,12,2
2017-06,21,0,19,1
2017-07,21,0,20,1
2017-08,10,0,8,1
2017-09,13,0,10,1
2017-10,12,0,10,2
2017-11,58,0,33,2
2017-12,21,0,13,1
2018-01,17,0,19,1
2018-02,15,0,9,0
2018-03,15,0,9,1
2018-04,7,0,5,2
2018-05,7,0,6,4
2018-06,24,0,21,1
2018-07,14,0,14,1
2018-08,14,0,6,0
2018-09,13,1,11,1
2018-10,9,0,9,0
2018-11,29,0,16,5
2018-12,9,0,11,1
2019-01,11,0,11,1
2019-02,13,0,5,0
2019-03,5,0,11,0
2019-04,9,0,3,0
2019-05,16,1,10,3
2019-06,96,2,103,15
2019-07,73,0,75,23
2019-08,14,0,12,2
2019-09,19,0,7,0
2019-10,14,0,13,5
2019-11,102,2,80,20
2019-12,75,3,57,20
2020-01,47,3,51,14
2020-02,65,1,57,17
2020-03,79,3,88,20
2020-04,93,2,77,13
2020-05,65,0,60,17
2020-06,59,0,69,14
2020-07,65,2,53,12
2020-08,43,0,44,12
2020-09,43,0,53,9
2020-10,65,3,65,17
2020-11,56,3,59,11
2020-12,51,2,45,13
2021-01,43,1,42,7
2021-02,40,0,45,11
2021-03,46,0,45,9
2021-04,35,1,39,7
2021-05,40,3,42,9
2021-06,27,0,43,15
2021-07,58,5,98,15
2021-08,42,1,44,8
2021-09,42,1,39,11
2021-10,34,2,46,13
2021-11,37,1,44,8
2021-12,29,0,49,11
2022-01,40,5,37,4
2022-02,25,1,45,6
2022-03,23,1,36,8
2022-04,18,0,28,7
2022-05,43,1,48,11
2022-06,34,0,36,14
2022-07,47,0,45,9
2022-08,33,2,33,14
2022-09,32,1,30,7
2022-10,31,0,34,9
2022-11,34,1,34,7
2022-12,38,1,49,11
2023-01,40,0,64,12
2023-02,35,2,46,6
2023-03,45,0,32,8
2023-04,34,1,39,8
2023-05,30,0,28,7
2023-06,25,0,40,5
2023-07,50,3,60,19
2023-08,88,4,104,25
2023-09,60,2,55,16
2023-10,39,1,43,5
2023-11,42,1,52,11
2023-12,40,2,52,12
2024-01,45,0,52,8
2024-02,32,0,39,4
2024-03,17,0,20,8
