date,compound,neg,neu,pos
2015-04,340,15,440,19
2015-05,256,8,251,14
2015-06,315,5,288,23
2015-07,270,7,297,18
2015-08,197,6,250,18
2015-09,229,11,282,20
2015-10,207,5,251,18
2015-11,247,13,331,21
2015-12,453,30,732,42
2016-01,219,11,335,16
2016-02,177,6,295,18
2016-03,139,6,182,7
2016-04,129,6,147,7
2016-05,158,9,212,7
2016-06,180,7,204,14
2016-07,128,4,154,15
2016-08,220,6,253,27
2016-09,147,3,185,15
2016-10,139,2,135,10
2016-11,399,1,419,58
2016-12,109,1,168,15
2017-01,397,7,315,37
2017-02,110,3,129,11
2017-03,87,4,110,6
2017-04,161,7,165,14
2017-05,90,7,113,8
2017-06,108,3,159,19
2017-07,167,1,197,15
2017-08,103,2,142,13
2017-09,85,2,107,10
2017-10,100,5,116,11
2017-11,275,5,312,25
2017-12,160,9,218,21
2018-01,193,6,255,15
2018-02,178,9,179,16
2018-03,189,3,243,13
2018-04,116,4,127,8
2018-05,76,5,98,5
2018-06,92,2,115,8
2018-07,114,2,132,9
2018-08,74,2,87,2
2018-09,67,3,101,8
2018-10,53,0,54,9
2018-11,386,8,337,55
2018-12,181,11,308,27
2019-01,147,1,172,11
2019-02,82,5,109,6
2019-03,64,3,61,8
2019-04,111,5,195,9
2019-05,71,2,99,8
2019-06,213,10,247,55
2019-07,312,4,341,85
2019-08,60,6,118,4
2019-09,98,3,125,10
2019-10,122,5,137,22
2019-11,499,16,550,121
2019-12,507,30,589,150
2020-01,486,13,530,128
2020-02,259,2,263,64
2020-03,252,10,313,81
2020-04,538,18,667,134
2020-05,381,12,498,110
2020-06,656,19,833,157
2020-07,422,23,543,115
2020-08,248,8,379,70
2020-09,291,11,369,68
2020-10,370,23,521,99
2020-11,509,20,688,154
2020-12,393,20,544,119
2021-01,416,31,531,112
2021-02,348,17,438,136
2021-03,314,20,490,122
2021-04,361,27,548,116
2021-05,558,44,963,204
2021-06,306,20,532,87
2021-07,200,13,350,61
2021-08,138,19,249,52
2021-09,142,12,213,38
2021-10,115,12,192,50
2021-11,177,11,240,50
2021-12,207,25,290,84
2022-01,222,14,343,83
2022-02,189,11,265,61
2022-03,134,5,237,56
2022-04,159,17,299,56
2022-05,118,10,226,41
2022-06,130,11,224,51
2022-07,153,10,260,47
2022-08,146,11,196,51
2022-09,135,13,225,40
2022-10,129,9,198,36
2022-11,136,10,217,53
2022-12,184,14,296,54
2023-01,154,11,232,67
2023-02,82,6,162,38
2023-03,108,9,193,44
2023-04,139,16,255,43
2023-05,124,9,198,37
2023-06,91,7,163,25
2023-07,96,7,192,32
2023-08,95,9,145,26
2023-09,103,9,157,30
2023-10,77,5,118,25
2023-11,103,6,139,38
2023-12,90,8,152,22
2024-01,87,5,163,22
2024-02,80,5,144,16
2024-03,109,5,177,25
2024-04,19,4,47,12
