date,compound,neg,neu,pos
2017-08,108,1,132,5
2017-09,9,0,11,0
2017-10,14,1,12,0
2017-11,14,0,11,0
2017-12,8,0,16,1
2018-01,9,0,13,1
2018-02,3,1,7,1
2018-03,8,0,10,1
2018-04,6,1,8,0
2018-05,2,0,3,0
2018-06,5,0,15,1
2018-07,9,2,11,0
2018-08,5,1,7,0
2018-09,3,0,4,0
2018-10,4,0,10,0
2018-11,5,0,8,0
2018-12,5,0,6,0
2019-01,4,1,3,1
2019-02,5,0,8,0
2019-03,2,0,7,0
2019-04,3,0,1,1
2019-05,2,0,5,1
2019-06,4,0,1,0
2019-07,4,0,9,0
2019-08,1,0,5,0
2019-09,3,0,3,0
2019-10,1,0,12,0
2019-11,7,0,3,2
2019-12,7,0,16,2
2020-01,3,1,9,1
2020-02,4,0,8,1
2020-03,6,2,9,1
2020-04,6,1,7,1
2020-05,7,1,8,1
2020-06,7,0,5,0
2020-07,4,0,7,1
2020-08,13,0,11,1
2020-09,11,1,7,0
2020-10,6,0,8,1
2020-11,5,0,10,0
2020-12,6,1,8,1
2021-01,8,0,4,1
2021-02,6,0,5,0
2021-03,4,0,2,0
2021-04,4,0,9,0
2021-05,6,0,7,1
2021-06,6,0,13,0
2021-07,4,0,5,1
2021-08,2,0,6,3
2021-09,1,0,7,2
2021-10,4,0,2,0
2021-11,5,0,2,3
2021-12,5,0,6,1
2022-01,2,0,10,3
2022-02,1,0,2,0
2022-03,6,0,5,0
2022-04,7,1,6,0
2022-05,2,1,4,2
2022-06,8,0,11,0
2022-07,6,1,3,2
2022-08,5,0,7,1
2022-09,3,0,4,0
2022-10,6,0,2,0
2022-11,2,0,2,0
2022-12,7,0,6,0
2023-01,1,2,2,1
2023-02,1,0,1,0
2023-03,0,0,3,0
2023-04,5,1,3,1
2023-05,0,0,3,1
2023-06,1,0,4,0
2023-07,2,0,1,0
2023-08,5,0,1,0
2023-09,3,0,1,1
2023-10,1,0,3,0
2023-11,2,0,2,0
2023-12,2,0,3,0
2024-01,0,0,6,0
2024-02,1,1,7,1
2024-03,2,1,3,0
2024-04,0,0,1,0
