date,compound,neg,neu,pos
2010-11,3,0,3,3
2010-12,3,0,5,0
2011-01,2,0,3,1
2011-02,2,0,8,0
2011-03,3,0,6,1
2011-04,1,0,2,0
2011-05,1,0,1,0
2011-06,1,0,2,0
2011-07,6,1,6,0
2011-08,8,1,2,1
2011-09,6,0,3,1
2011-10,2,0,5,1
2011-11,2,0,4,1
2011-12,4,1,14,2
2012-01,1,0,4,0
2012-02,0,0,5,0
2012-03,2,1,3,0
2012-04,1,0,3,0
2012-05,1,0,2,0
2012-06,1,2,5,0
2012-07,12,2,12,3
2012-08,3,0,2,1
2012-09,10,0,5,1
2012-10,3,0,4,4
2012-11,3,0,2,1
2012-12,6,0,12,1
2013-01,4,0,9,1
2013-02,2,0,5,1
2013-03,3,0,4,0
2013-04,2,0,4,1
2013-05,2,1,9,1
2013-06,3,0,8,0
2013-07,4,1,10,1
2013-08,2,0,6,2
2013-09,4,1,2,2
2013-10,2,1,3,2
2013-11,13,0,13,4
2013-12,25,2,48,17
2014-01,19,2,28,6
2014-02,17,0,22,2
2014-03,17,0,24,3
2014-04,10,1,14,2
2014-05,18,0,18,1
2014-06,29,1,30,4
2014-07,19,0,33,1
2014-08,18,0,35,6
2014-09,21,2,30,7
2014-10,32,3,21,6
2014-11,27,2,43,7
2014-12,34,1,60,6
2015-01,23,2,38,9
2015-02,24,2,40,7
2015-03,26,1,48,6
2015-04,33,0,45,3
2015-05,31,2,50,7
2015-06,41,3,79,13
2015-07,35,1,68,8
2015-08,22,1,52,5
2015-09,33,3,40,5
2015-10,25,3,50,6
2015-11,27,1,38,10
2015-12,33,4,86,10
2016-01,43,3,59,9
2016-02,27,1,51,10
2016-03,26,1,69,14
2016-04,37,2,58,8
2016-05,44,3,52,12
2016-06,36,0,81,11
2016-07,38,0,61,15
2016-08,29,0,62,6
2016-09,22,4,43,6
2016-10,28,1,52,10
2016-11,103,3,176,32
2016-12,39,2,59,7
2017-01,29,0,47,11
2017-02,23,2,45,7
2017-03,34,1,37,13
2017-04,26,3,38,10
2017-05,17,1,27,6
2017-06,33,1,65,17
2017-07,39,2,63,15
2017-08,37,0,42,5
2017-09,30,1,53,13
2017-10,27,1,35,5
2017-11,65,2,83,24
2017-12,33,2,54,6
2018-01,38,0,44,15
2018-02,32,1,39,8
2018-03,27,1,47,5
2018-04,19,0,27,6
2018-05,20,1,38,6
2018-06,26,0,33,11
2018-07,16,0,40,7
2018-08,25,0,24,7
2018-09,38,7,67,9
2018-10,26,2,52,9
2018-11,52,4,83,26
2018-12,24,0,43,12
2019-01,28,5,41,8
2019-02,29,0,37,6
2019-03,22,2,27,9
2019-04,12,2,26,3
2019-05,18,0,22,4
2019-06,56,4,94,40
2019-07,68,3,110,42
2019-08,12,2,24,5
2019-09,14,2,32,4
2019-10,30,2,38,14
2019-11,182,19,277,140
2019-12,139,18,223,91
2020-01,129,7,173,99
2020-02,83,9,136,59
2020-03,126,15,156,98
2020-04,108,6,172,84
2020-05,111,9,182,71
2020-06,71,8,112,49
2020-07,78,8,120,50
2020-08,58,5,113,54
2020-09,68,10,117,53
2020-10,85,5,123,50
2020-11,63,9,105,51
2020-12,74,9,131,76
2021-01,80,6,116,62
2021-02,63,8,141,54
2021-03,70,3,117,45
2021-04,69,6,109,33
2021-05,72,12,138,49
2021-06,40,8,97,35
2021-07,54,6,98,35
2021-08,46,4,90,35
2021-09,33,4,77,41
2021-10,50,5,77,27
2021-11,37,8,90,38
2021-12,50,3,88,45
2022-01,57,4,88,43
2022-02,37,3,76,35
2022-03,49,10,79,43
2022-04,39,9,85,24
2022-05,57,6,90,40
2022-06,39,8,66,33
2022-07,33,11,85,44
2022-08,43,4,77,33
2022-09,43,7,65,23
2022-10,37,8,85,37
2022-11,25,8,80,36
2022-12,50,5,84,45
2023-01,37,6,85,36
2023-02,37,3,49,20
2023-03,33,7,53,35
2023-04,29,4,62,28
2023-05,22,7,49,27
2023-06,33,4,64,29
2023-07,42,6,91,33
2023-08,39,5,68,32
2023-09,26,7,77,35
2023-10,45,3,113,36
2023-11,60,15,129,48
2023-12,69,7,85,40
2024-01,45,10,98,40
2024-02,36,2,58,32
2024-03,14,4,39,14
