date,compound,neg,neu,pos
2014-10,280,8,318,36
2014-11,524,24,488,65
2014-12,409,16,422,66
2015-01,263,10,282,25
2015-02,127,2,143,14
2015-03,165,6,181,28
2015-04,89,5,87,13
2015-05,65,1,62,21
2015-06,147,10,184,33
2015-07,93,4,107,8
2015-08,108,4,129,17
2015-09,67,4,68,11
2015-10,65,6,68,18
2015-11,65,5,79,15
2015-12,95,9,103,14
2016-01,105,4,134,24
2016-02,57,2,90,9
2016-03,61,9,104,8
2016-04,54,2,62,9
2016-05,49,0,52,8
2016-06,52,4,82,6
2016-07,72,4,62,11
2016-08,43,4,55,12
2016-09,79,3,121,19
2016-10,44,0,38,9
2016-11,168,3,176,48
2016-12,52,4,80,14
2017-01,60,3,77,8
2017-02,47,1,46,5
2017-03,50,4,61,9
2017-04,30,1,37,8
2017-05,39,4,48,8
2017-06,64,3,95,23
2017-07,67,2,75,17
2017-08,32,0,30,6
2017-09,30,1,41,7
2017-10,39,2,51,8
2017-11,141,8,137,37
2017-12,51,4,56,8
2018-01,48,0,60,8
2018-02,29,3,41,2
2018-03,33,2,48,6
2018-04,25,2,40,5
2018-05,29,2,26,8
2018-06,28,1,45,5
2018-07,39,0,37,10
2018-08,26,2,38,12
2018-09,23,3,43,5
2018-10,15,2,24,5
2018-11,141,5,135,41
2018-12,28,3,46,9
2019-01,42,1,41,8
2019-02,30,1,45,8
2019-03,35,4,68,13
2019-04,38,8,73,8
2019-05,43,7,85,6
2019-06,390,29,568,234
2019-07,352,28,473,270
2019-08,47,5,80,12
2019-09,30,5,67,8
2019-10,31,3,64,10
2019-11,111,8,176,65
2019-12,89,7,138,58
2020-01,72,7,112,38
2020-02,57,7,96,29
2020-03,91,9,172,40
2020-04,82,7,150,51
2020-05,81,7,120,44
2020-06,55,9,105,27
2020-07,51,4,96,20
2020-08,48,3,81,28
2020-09,35,4,55,15
2020-10,28,4,56,23
2020-11,46,11,63,23
2020-12,42,7,63,28
2021-01,49,13,107,23
2021-02,58,4,72,37
2021-03,43,5,74,14
2021-04,49,5,69,17
2021-05,28,3,68,23
2021-06,44,7,73,34
2021-07,46,6,74,17
2021-08,29,1,61,23
2021-09,34,5,58,15
2021-10,35,9,58,20
2021-11,42,10,83,24
2021-12,52,0,69,27
2022-01,49,5,73,19
2022-02,34,11,55,21
2022-03,27,7,49,18
2022-04,28,3,73,20
2022-05,36,9,70,14
2022-06,32,4,76,24
2022-07,32,2,76,23
2022-08,40,9,58,20
2022-09,31,6,58,14
2022-10,28,5,57,12
2022-11,29,3,43,14
2022-12,36,8,49,10
2023-01,41,3,54,17
2023-02,31,5,59,22
2023-03,40,11,68,7
2023-04,28,8,63,15
2023-05,30,2,55,15
2023-06,19,4,71,10
2023-07,35,6,73,15
2023-08,30,5,56,15
2023-09,25,8,60,13
2023-10,23,4,44,24
2023-11,27,2,50,18
2023-12,25,5,47,18
2024-01,33,5,52,13
2024-02,29,4,38,17
2024-03,27,6,75,15
2024-04,2,0,12,4
