date,compound,neg,neu,pos
2015-03,89,4,196,13
2015-04,851,59,2036,229
2015-05,557,36,1246,160
2015-06,404,38,897,136
2015-07,291,20,709,95
2015-08,266,21,585,93
2015-09,192,19,466,67
2015-10,219,12,468,70
2015-11,168,16,379,77
2015-12,184,23,406,80
2016-01,179,21,363,66
2016-02,135,13,311,43
2016-03,108,21,230,44
2016-04,84,10,215,34
2016-05,109,9,215,36
2016-06,108,20,235,49
2016-07,114,5,218,32
2016-08,71,10,167,27
2016-09,63,10,133,27
2016-10,53,7,123,16
2016-11,155,24,355,79
2016-12,77,7,116,32
2017-01,70,9,146,32
2017-02,57,7,107,23
2017-03,58,10,119,23
2017-04,51,9,93,23
2017-05,45,7,91,16
2017-06,64,7,142,39
2017-07,54,10,136,36
2017-08,51,8,80,21
2017-09,30,10,87,12
2017-10,24,5,74,26
2017-11,83,9,184,59
2017-12,31,10,80,18
2018-01,31,5,95,21
2018-02,29,7,76,15
2018-03,19,4,64,16
2018-04,25,7,64,13
2018-05,19,6,84,21
2018-06,33,12,82,14
2018-07,25,2,52,11
2018-08,20,1,50,11
2018-09,18,2,47,10
2018-10,15,3,37,8
2018-11,25,3,79,32
2018-12,21,1,46,10
2019-01,27,3,54,7
2019-02,7,2,36,15
2019-03,22,0,42,13
2019-04,15,3,38,11
2019-05,13,7,38,18
2019-06,79,22,177,60
2019-07,89,16,217,84
2019-08,14,3,41,10
2019-09,5,3,35,6
2019-10,19,3,57,17
2019-11,75,20,204,98
2019-12,60,14,152,74
2020-01,40,12,139,55
2020-02,38,13,100,32
2020-03,34,16,113,42
2020-04,45,9,145,61
2020-05,44,13,139,59
2020-06,41,15,122,50
2020-07,36,11,144,51
2020-08,46,13,136,40
2020-09,35,13,116,50
2020-10,35,15,94,35
2020-11,54,16,133,45
2020-12,73,23,229,92
2021-01,127,28,387,153
2021-02,89,17,282,110
2021-03,65,15,215,93
2021-04,56,20,194,79
2021-05,56,17,184,77
2021-06,43,20,196,58
2021-07,61,16,187,70
2021-08,46,16,173,54
2021-09,43,18,183,54
2021-10,48,13,185,68
2021-11,56,22,173,71
2021-12,35,16,189,44
2022-01,50,18,194,47
2022-02,41,7,158,63
2022-03,55,18,158,56
2022-04,49,13,162,43
2022-05,35,15,161,50
2022-06,33,15,187,54
2022-07,41,17,149,57
2022-08,37,10,158,54
2022-09,36,8,155,59
2022-10,41,14,112,40
2022-11,40,12,135,41
2022-12,43,9,124,30
2023-01,32,5,148,48
2023-02,34,4,116,33
2023-03,35,11,119,29
2023-04,37,6,101,28
2023-05,47,10,126,46
2023-06,37,12,145,45
2023-07,49,17,138,46
2023-08,30,7,137,44
2023-09,26,8,116,38
2023-10,33,9,128,45
2023-11,38,11,149,34
2023-12,31,9,126,34
2024-01,38,7,121,39
2024-02,31,10,100,42
2024-03,43,7,149,32
2024-04,4,6,28,10
