date,compound,neg,neu,pos
2014-02,3,0,0,0
2014-03,2045,34,1454,212
2014-04,283,4,191,38
2014-05,146,2,84,10
2014-06,340,6,212,45
2014-07,102,1,70,21
2014-08,69,2,60,5
2014-09,92,1,66,7
2014-10,67,2,54,9
2014-11,104,4,80,14
2014-12,560,10,365,58
2015-01,412,6,236,34
2015-02,143,2,74,10
2015-03,256,9,178,22
2015-04,224,3,156,29
2015-05,102,3,64,7
2015-06,217,4,159,24
2015-07,120,1,83,9
2015-08,81,5,57,9
2015-09,65,1,50,11
2015-10,201,4,167,37
2015-11,195,6,127,26
2015-12,221,13,169,38
2016-01,191,0,133,26
2016-02,147,11,113,20
2016-03,162,4,107,31
2016-04,110,4,91,18
2016-05,87,2,64,11
2016-06,169,3,154,25
2016-07,177,0,128,24
2016-08,94,5,68,16
2016-09,70,1,50,12
2016-10,55,2,41,9
2016-11,360,9,257,66
2016-12,117,5,80,20
2017-01,127,3,96,18
2017-02,47,3,46,4
2017-03,73,3,61,16
2017-04,52,2,50,13
2017-05,56,0,21,8
2017-06,143,6,115,26
2017-07,145,1,107,27
2017-08,53,1,42,7
2017-09,62,2,53,5
2017-10,116,5,83,31
2017-11,247,7,231,77
2017-12,104,1,82,17
2018-01,77,3,56,12
2018-02,49,2,29,3
2018-03,44,5,43,8
2018-04,28,3,19,3
2018-05,36,1,29,4
2018-06,44,0,48,8
2018-07,29,4,35,13
2018-08,26,3,32,3
2018-09,20,0,21,1
2018-10,26,0,22,9
2018-11,39,4,35,14
2018-12,30,1,27,10
2019-01,31,0,27,5
2019-02,19,0,12,4
2019-03,31,1,24,3
2019-04,27,1,20,7
2019-05,41,1,34,10
2019-06,83,5,88,39
2019-07,129,3,93,49
2019-08,11,0,10,3
2019-09,34,2,28,3
2019-10,18,1,15,7
2019-11,70,6,72,26
2019-12,127,8,124,66
2020-01,74,4,60,41
2020-02,134,9,122,70
2020-03,142,6,139,82
2020-04,97,8,79,37
2020-05,69,3,83,32
2020-06,59,4,51,42
2020-07,119,6,130,77
2020-08,55,3,63,40
2020-09,64,3,51,32
2020-10,70,5,56,43
2020-11,63,6,74,39
2020-12,99,10,126,62
2021-01,86,4,76,66
2021-02,48,5,65,25
2021-03,92,6,77,46
2021-04,45,7,69,24
2021-05,44,2,55,33
2021-06,43,3,55,32
2021-07,59,9,71,40
2021-08,38,8,54,22
2021-09,46,2,52,18
2021-10,61,3,77,37
2021-11,54,4,73,39
2021-12,109,16,145,70
2022-01,133,18,189,101
2022-02,44,3,90,46
2022-03,74,7,106,63
2022-04,30,7,53,27
2022-05,43,2,54,19
2022-06,46,4,78,29
2022-07,60,7,86,31
2022-08,56,6,63,29
2022-09,29,5,38,22
2022-10,23,2,32,18
2022-11,64,6,110,35
2022-12,59,8,95,46
2023-01,88,3,148,46
2023-02,65,7,111,54
2023-03,274,45,584,255
2023-04,101,16,157,61
2023-05,102,12,131,65
2023-06,84,9,145,50
2023-07,88,10,162,61
2023-08,41,7,63,31
2023-09,83,10,128,55
2023-10,46,3,64,31
2023-11,68,5,78,27
2023-12,80,11,116,47
2024-01,66,8,106,44
2024-02,92,12,121,45
2024-03,68,8,105,38
