date,compound,neg,neu,pos
2016-01,243,4,228,15
2016-02,105,4,127,9
2016-03,48,4,62,4
2016-04,28,4,45,1
2016-05,26,1,41,1
2016-06,42,2,31,2
2016-07,17,2,31,1
2016-08,137,4,98,16
2016-09,52,1,29,5
2016-10,25,0,23,0
2016-11,31,0,27,4
2016-12,19,0,25,1
2017-01,13,0,21,1
2017-02,13,0,27,0
2017-03,21,1,36,0
2017-04,21,1,24,0
2017-05,30,2,50,1
2017-06,46,3,64,1
2017-07,22,1,46,0
2017-08,13,0,25,1
2017-09,13,0,22,1
2017-10,20,0,23,1
2017-11,15,1,26,0
2017-12,15,2,24,1
2018-01,14,1,24,2
2018-02,9,1,10,0
2018-03,12,0,22,1
2018-04,13,2,29,1
2018-05,10,1,14,1
2018-06,6,1,25,0
2018-07,15,1,19,0
2018-08,11,0,13,0
2018-09,11,0,15,1
2018-10,8,1,16,0
2018-11,17,1,33,1
2018-12,6,2,19,0
2019-01,10,0,14,0
2019-02,8,0,17,0
2019-03,19,1,37,2
2019-04,16,4,60,0
2019-05,11,1,17,0
2019-06,33,4,33,5
2019-07,21,1,31,5
2019-08,7,2,16,0
2019-09,15,2,9,1
2019-10,17,2,27,0
2019-11,52,3,63,10
2019-12,31,1,46,13
2020-01,33,3,29,6
2020-02,24,1,28,4
2020-03,29,0,31,5
2020-04,29,0,29,4
2020-05,30,7,42,5
2020-06,28,3,41,3
2020-07,35,1,35,4
2020-08,19,0,40,8
2020-09,36,1,41,6
2020-10,13,0,36,4
2020-11,20,2,27,4
2020-12,27,0,30,9
2021-01,27,1,40,7
2021-02,19,4,67,13
2021-03,29,3,47,7
2021-04,34,1,29,7
2021-05,19,3,41,8
2021-06,16,4,34,6
2021-07,26,1,34,5
2021-08,18,1,24,4
2021-09,17,1,26,6
2021-10,12,0,30,3
2021-11,10,0,12,2
2021-12,18,0,24,4
2022-01,12,2,27,0
2022-02,13,2,38,6
2022-03,10,1,13,2
2022-04,9,2,13,3
2022-05,10,0,19,4
2022-06,25,8,104,5
2022-07,24,0,94,4
2022-08,13,3,28,2
2022-09,12,2,29,4
2022-10,15,6,35,5
2022-11,22,4,38,5
2022-12,14,1,27,2
2023-01,26,6,55,7
2023-02,14,2,30,2
2023-03,11,3,21,2
2023-04,17,0,26,5
2023-05,17,4,34,4
2023-06,17,2,27,8
2023-07,19,4,45,9
2023-08,24,3,34,9
2023-09,12,4,25,2
2023-10,8,2,28,3
2023-11,14,3,35,4
2023-12,13,1,31,3
2024-01,21,0,55,5
2024-02,21,3,40,4
2024-03,15,3,29,5
2024-04,1,1,6,3
